Title,Year,Source.title,Authors,Affiliations,AuthorID,Abstract,AIKeywords,Index.Keywords,EID,DOI,Country,KeywordsCorrected
LASER INITIATION OF TRIS CARBOHYDRAZIDE METAL II PERCHLORATES AND BIS CARBOHYDRAZIDE DIPERCHLORATO COPPER II,2015,"Propellants, Explosives, Pyrotechnics","Joas M., Klapotke T.M.","Department of Chemistry, Ludwig-Maximilian University of Munich, Butenandtstra?e 5-13, Munich, 81377, Germany",55587907400;7102225410;,THE LITERATURE KNOWN TRIS CARBOHYDRAZIDE METAL II PERCHLORATES M CHZ 3 CLO4 2 MÏ 3 4MG2 1 MN2 2 CO2 3 NI2 4 AND ZN2 5 AND THE BIS CARBOHYDRAZIDE DIPERCHLORATOCOPPER II 6 WERE PREPARED AND CHARACTERIZED BY ELEMENTAL ANALYSIS IR AND VIS NIR SPECTROSCOPY THE SENSITIVITIES TOWARD MECHANICAL THERMAL AND ELECTRICAL STIMULI WERE DETERMINED FOR ALL COMPLEXES 1 6 FOLLOWING CONFINED SAMPLES OF 1 6 WERE IRRADIATED WITH A MONOPULSED LASER BEAM AT A WAVELENGTH OF 940 NM THE FUNCTION TIMES BETWEEN BEGINNING IRRADIATION AND COMPLETE DECOMPOSITION BREAKOUT AT THE END OF THE DEVICE WERE MEASURED FURTHER THE INFLUENCE OF LIGHT ABSORBING ADDITIVES WAS INVESTIGATED TO PROOF IF THE LASER INITIATION MECHANISM MIGHT BE PHOTOTHERMAL OR PHOTOCHEMICAL ADDITION OF 1 ACTIVE CARBON TO THE SAMPLES DECREASED THE FUNCTION TIME AND THE CORRELATED INITIATION THRESHOLD ENORMOUSLY THIS WAS AN INDICATION THAT THE INITIATION MECHANISM SEEMS TO BE THERMAL 2015 WILEY VCH VERLAG GMBH AND CO KGAA WEINHEIM ,Additives; Diode laser; Initiation mechanism; Laser initiation; Vis/NIR,Additives; Laser beams; Semiconductor lasers; Active carbon; Carbohydrazide; Electrical stimuli; Initiation mechanism; Laser initiations; Photo-thermal; Vis/NIR; Vis/NIR spectroscopy; Manganese,2-s2.0-84927547410,10.1002/prep.201400142,Germany,ADDITIVE DIODE LASER INITIATION MECHANISM LASER INITIATION VIS NIR
LEAST ABSOLUTE SHRINKAGE AND SELECTION OPERATOR AS A MULTIVARIATE CALIBRATION TOOL FOR SIMULTANEOUS DETERMINATION OF DIPHENYLAMINE AND ITS NITRO DERIVATIVES IN PROPELLANTS,2018,"Propellants, Explosives, Pyrotechnics","Mani-Varnosfaderani A., Soleimani M., Alizadeh N.","Department of Chemistry, Tarbiat Modares University, PO Box 14115Ò175, Tehran, Iran",35079086900;57200104836;55192989800;,DETERMINATION OF DIPHENYLAMINE DPA AND ITS NITRO DERIVATIVES RECEIVED GREAT ATTENTION FOR STORING DEPOSITION AND ON TIME USAGE OF PROPELLANTS HEREIN WE PRESENT A NOVEL AND SIMPLE METHOD FOR SIMULTANEOUS DETERMINATION OF DPA AND ITS NITRO DERIVATIVES IN SOLID PROPELLANTS USING UV VIS SPECTROSCOPY AND CHEMOMETRICS TECHNIQUES THE UV VIS SPECTRA OF THE ANALYTES REVEALED STRONG OVERLAP AND IT WAS DIFFICULT TO DETERMINE THEM INDIVIDUALLY IN THEIR MIXTURE WITHOUT ANY SEPARATION AND PURIFICATION TO TACKLE THE OVERLAPPING PROBLEM IN COLLECTED SPECTRA ANALYSIS OF FIRST ORDER UV VIS DATA WAS PERFORMED USING MULTIVARIATE CALIBRATION TECHNIQUES IN THIS WAY PRINCIPLE COMPONENT REGRESSION PCR DIFFERENT MODES OF PARTIAL LEAST SQUARE PLS AND LEAST ABSOLUTE SHRINKAGE AND SELECTION OPERATOR LASSO HAVE BEEN USED FOR CORRELATING THE COLLECTED SPECTRA TO THE CONCENTRATION OF DPAS IN SYNTHETIC AND REAL SAMPLES THE IMPORTANT VARIABLES WERE SELECTED BY CONFINING THE L1 NORM OF THE REGRESSION COEFFICIENTS IN MULTIVARIATE MODEL VIA THE SHRINKAGE AND SELECTION OPERATOR IN LASSO APPROACH THE RESULTS OBTAINED BY LASSO REGRESSION TECHNIQUE IN THIS WORK WERE SUPERIOR TO THOSE OBTAINED BY DIFFERENT MODES OF PLS ALGORITHM MOREOVER IT IS SHOWN THAT LASSO CAN BE USED AS A RELIABLE VARIABLE SELECTION AND MODELING TECHNIQUE IN MULTIVARIATE CALIBRATION STUDIES GENERALLY THE PROPOSED STRATEGY IN THIS WORK IS SIMPLE NON DESTRUCTIVE LOW COST AND RAPID AND CAN BE EFFECTIVELY APPLIED FOR SIMULTANEOUS DETERMINATION OF DPA AND ITS NITRO DERIVATIVES IN SOLID PROPELLANTS 2018 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,Diphenylamine; least absolute shrinkage and selection operator; multivariate calibration; partial least square; UV-Vis,Aniline; Calibration; Multivariable systems; Propellants; Shrinkage; Solid propellants; Ultraviolet visible spectroscopy; Diphenylamine; Least absolute shrinkage and selection operators; Multivariate calibration; Partial least square (PLS); UV-Vis; Regression analysis,2-s2.0-85042639861,10.1002/prep.201700250,Iran,DIPHENYLAMINE LEAST ABSOLUTE SHRINKAGE AND SELECTION OPERATOR MULTIVARIATE CALIBRATION PARTIAL LEAST SQUARE ULTRAVIOLET VISIBLE SPECTROSCOPY
LIFE PREDICTION OF NEPE PROPELLANTS,2014,"Propellants, Explosives, Pyrotechnics","Wang N., Wan Q., Sui X., Xiong Y.","School of Aerospace Engineering, Beijing Institute of Technology, Beijing 100081, China",7404341137;36705246800;57206254978;55803398100;,NEPE PROPELLANTS WERE PREMATURELY AGED AT 65 70 75 AND 80 C RESPECTIVELY THE STRENGTH LIMIT OF NEPE PROPELLANTS WAS TESTED BY THE UNIAXIAL TENSION TEST BASED ON THE AGING MECHANISM OF THE MICRO PHASE STRUCTURE AND THE MACRO MECHANICAL PROPERTIES OF NEPE PROPELLANTS THE AGING PROCESS WAS DIVIDED INTO THREE STAGES POST CURING STAGE MICROSTRUCTURE GRADUAL DEGRADATION STAGE AND ACCELERATED CHEMICAL AGING STAGE BECAUSE NITRATE ESTER IS HARDLY TO DECOMPOSE AT AMBIENT TEMPERATURES THE POST CURE OF NEPE PROPELLANTS ONLY OCCURS AT HIGHER TEMPERATURES THUS THE LIFE PREDICTION OF NEPE PROPELLANTS SHOULD IGNORE THE TIME OF POST CURE THE SERVICE LIFE OF NEPE PROPELLANTS AT AMBIENT TEMPERATURES SHOULD BE DETERMINED BY THE SECOND STAGE OF HIGH TEMPERATURE ACCELERATED AGING BY ANALYZING THE TENSILE STRENGTH OF NEPE PROPELLANTS AGED AT 65 70 75 AND 80 C THE SERVICE LIFE PREDICTION EQUATION OF NEPE PROPELLANTS WAS ESTABLISHED AND THE SERVICE LIFE WAS PREDICTED COPYRIGHT 2014 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,Aging; Life prediction; Microstructures; NEPE propellants; Tensile strength,Accelerated aging; Gradual degradation; High temperature; Life predictions; NEPE propellant; Service life prediction; Strength limits; Uniaxial tensions; Aging of materials; Curing; Degradation; Mechanical properties; Microstructure; Phase structure; Service life; Temperature; Tensile strength; Tensile testing; Propellants,2-s2.0-84897599927,10.1002/prep.201300020,China,AGEING LIFE PREDICTION MICROSTRUCTURES NEPE PROPELLANTS TENSILE STRENGTH
MECHANICAL BEHAVIOR OF NANOSTRUCTURED AND MICROSTRUCTURED EXPLOSIVES,2015,"Propellants, Explosives, Pyrotechnics","Pichot V., Risse B., Mory J., Nicollet C., Schnell F., Comet M., Spitzer D.","NS3E nanomat»riaux Pour les SystÀmes Sous Sollicitations ExtrÕmes, CNRS, French German Research Institute of Saint-Louis (ISL), 5 rue du g»n»ral Cassagnou, Saint-Louis, 68301, France, French German Research Institute of Saint-Louis (ISL), 5 rue du g»n»ral Cassagnou, Saint-Louis, 68301, France",57196650813;55349456000;56226783200;56589798800;35340074700;7005298581;56213346200;,NANOSTRUCTURED HEXOLITES 40 60 60 40 80 20 AND MICROSTRUCTURED HEXOLITE 60 40 POWDERS ARE PRESSED BY UNIAXIAL COMPRESSION TO OBTAIN EXPLOSIVE CHARGES THIS KIND OF COMPOSITION IS OFTEN USED FOR THE SYNTHESIS OF DETONATION NANODIAMONDS THE MORPHOLOGY DENSITY AND COHESION OF THE RESULTING PELLETS ARE ANALYZED IN THE LIGHT OF THE DIFFERENT USED COMPRESSION PARAMETERS THIS STUDY ALLOWS OPTIMIZING THE COMPRESSION PARAMETERS TO OBTAIN WELL SUITED EXPLOSIVE CHARGES FROM NANOSTRUCTURED EXPLOSIVE COMPONENTS A GOOD COHESION OF THE NANOSTRUCTURED EXPLOSIVE PELLETS COULD BE OBTAINED WITH INCREASING THE TEMPERATURE USED FOR THE COMPRESSION ANOTHER VERY IMPORTANT POINT IS THAT THE NANOSTRUCTURING OF THE COMPOSITES IS MAINTAINED FOR EVERY COMPRESSION 2015 WILEY VCH VERLAG GMBH AND CO KGAA WEINHEIM ,Explosives; Hexolite; Microstructured; Nanostructured; Uniaxial compression,Adhesion; Nanodiamonds; Pelletizing; Detonation nanodiamonds; Explosive charges; Explosive components; Hexolite; Mechanical behavior; Microstructured; Nano-structured; Uni-axial compression; Explosives,2-s2.0-84927513379,10.1002/prep.201400122,France,EXPLOSIVE COMPOSITION B MICROSTRUCTURED NANOSTRUCTURED UNIAXIAL COMPRESSION
MICROCRYSTALLINE PETN PREPARED USING MICROFLUIDIC RECRYSTALLIZATION PLATFORM AND ITS PERFORMANCE CHARACTERIZATION,2021,"Propellants, Explosives, Pyrotechnics","Yang Z., Zhu P., Zhang Q., Shi J.-Y., Wang K., Shen R.-Q.","School of Chemical Engineering, Nanjing University of Science and Technology, Xiaolingwei Street 200, Xuanwu District, Nanjing, 210094, China, Key Laboratory of Special Energy Materials, Ministry of Education, Nanjing University of Science and Technology, Xiaolingwei Street 200, Xuanwu District, Nanjing, 210094, China, Micro-Nano Energetic Devices Key Laboratory, Ministry of Industry and Information Technology, Nanjing University of Science and Technology, Xiaolingwei Street 200, Xuanwu District, Nanjing, 210094, China",57206915819;12781408400;57208187319;58361008400;57208190354;7202935837;,THE PARTICLE SIZE OF EXPLOSIVES PLAYS A KEY ROLE IN THE SHORT DURATION PULSE SHOCK INITIATION AND EXPLOSIVES WITH SMALL GRAIN SIZE AND LARGE SPECIFIC SURFACE AREA SSA GENERALLY HAVE PREFERABLE SENSITIVITY PROPERTIES WE HAVE CONSTRUCTED A HIGH THROUGHPUT MICROFLUIDIC RECRYSTALLIZATION PLATFORM AIMING TO PREPARE ULTRAFINE PENTAERYTHRITOL TETRANITRATE PETN C CH2NO3 4 VIA A PRECISELY CONTROLLABLE SOLVENT NONSOLVENT RECRYSTALLIZATION PROCESS THROUGH THIS PLATFORM THE RECRYSTALLIZED PETN WAS PRODUCED WITH A PARTICLE SIZE OF ABOUT 2 ΜM AND ITS SSA WAS ABOVE 70 FOLD THAT OF THE RAW PETN THE X RAY DIFFRACTION RESULTS INDICATED THAT THE RAW AND MICROCRYSTALLINE PETN HAD A SIMILAR DIFFRACTION SPECTRUM THE THERMAL ANALYSIS DEMONSTRATED THAT COMPARED WITH THE RAW PETN THE MICROCRYSTALLINE PETN REVEALED BETTER DECOMPOSITION PERFORMANCES IMPORTANTLY THE SHORT DURATION PULSE SHOCK INITIATION SENSITIVITY OF MICROCRYSTALLINE PETN PELLETS WAS EVALUATED WHEN SUBJECTED TO AN EXPLODING FOIL INITIATOR THE SHOCK INITIATION THRESHOLD RESULTS WERE AS FOLLOWS 50 INITIATION VOLTAGE U 50 1332 V THE CORRESPONDING CAPACITOR STORAGE ENERGY WAS 195 2 MJ FURTHERMORE THE CALCULATED SHOCK PRESSURE AND SHOCK DURATION IMPARTING TO THE PELLETS WERE 9 61 GPA AND 12 53 NS RESPECTIVELY CORRESPONDING TO THE 3162 M S THRESHOLD VELOCITY FINALLY THE ENHANCED SENSITIVITY DURING THE SHOCK TO DETONATION TRANSITION WAS FURTHER EXPLAINED WITH THE HOT SPOT BASED MECHANISM 2021 WILEY VCH GMBH,Exploding foil initiator; Microfluidic platform; Shock initiation; Ultrafine explosives,Capacitor storage; Grain size and shape; Initiators (explosives); Microcrystals; Microfluidics; Particle size; Particle size analysis; Pelletizing; Recrystallization (metallurgy); Thermoanalysis; Decomposition performance; Enhanced sensitivity; Large specific surface areas; Pentaerythritol tetranitrate; Performance characterization; Recrystallization process; Sensitivity properties; Shock to detonation transitions; Explosives,2-s2.0-85103668384,10.1002/prep.202000298,China,EXPLODING FOIL INITIATOR MICROFLUIDIC PLATFORM SHOCK INITIATION ULTRAFINE EXPLOSIVES
MICROHARDNESS INDENTATION STUDIES OF 2 4 6 TRINITROTOLUENE,2021,"Propellants, Explosives, Pyrotechnics","Gallagher H.G., Sherwood J.N., Vrcelj R.M.","Department of Pure and Applied Chemistry, University of Strathclyde, Thomas Graham Building, 295 Cathedral Street, Glasgow, G1 1XL, UK, Centre for Defence Chemistry, Cranfield University, The Defence Academy of the UK, Shrivenham, SN6 8AL, UK",7005141281;54972626300;6602762822;,THE MICROHARDNESS OF THE 001 FACES OF 2 4 6 TRINITROTOLUENE CRYSTALS HAS BEEN INVESTIGATED USING BOTH VICKERS AND KNOOP INDENTATION METHODS THE VICKERS HARDNESS NUMBER WAS FOUND TO BE 22 5 KG MM 2 INDEPENDENT OF CRYSTAL ORIENTATION AND PERFECTION AT AMBIENT TEMPERATURES 20 C THE KNOOP HARDNESS NUMBER VARIED BETWEEN 20 5 KG MM 2 AND 24 0 KG MM 2 WITH CRYSTAL ORIENTATION AT HIGHER TEMPERATURE 50 C THE KNOOP HARDNESS ANISOTROPY CURVE RETAINED ITS SHAPE ALTHOUGH THE OVERALL HARDNESS DECREASED BY 10 WE INTERPRET THIS CHANGE AS REFLECTING A SIMPLE TEMPERATURE DEPENDANT LOOSENING OF THE CRYSTAL LATTICE RATHER THAN ANY CHANGE IN DEFORMATION MECHANISM NO VARIATION OF KNOOP HARDNESS WAS EVIDENT WITH CHANGING LOAD THE HARD DIRECTION WAS 010 AND THE SOFT 100 THE DOMINANT OPERATIVE SLIP SYSTEM WAS DEFINED TO BE 001 010 2021 WILEY VCH GMBH,Mechanical properties; Microhardness; TNT,Crystal orientation; Indentation; Vickers hardness; Hardness anisotropy; Highest temperature; Indentation method; Knoop hardness; Knoop hardness number; Knoop indentation; Microhardness indentation; TNT; Vickers hardness numbers; Vickers indentation; Microhardness,2-s2.0-85117326493,10.1002/prep.202100132,UK,MECHANICAL PROPERTIES MICROHARDNESS 2 4 6 TRINITROTOLUENE TNT 
MICROSCOPIC IMAGING AND OPTICAL PRESSURE MEASUREMENTS OF DETONATIONS,2021,"Propellants, Explosives, Pyrotechnics",Gunduz I.E.,"Mechanical and Aerospace Engineering Department, Naval Postgraduate School, Monterey, CA  93943, USA, School of Mechanical Engineering, Purdue University, West Lafayette, IN  47907, USA",8440447600;,THE MICROSTRUCTURE OF SOLID HIGH EXPLOSIVES CAN AFFECT THEIR SAFETY AND PERFORMANCE HOWEVER THE EXTREME CONDITIONS IN THE VICINITY OF DETONATING EXPLOSIVES MAKE HIGH RESOLUTION IMAGING AND DATA ACQUISITION CHALLENGES A NEW DIAGNOSTIC METHOD IS PRESENTED HERE THAT ALLOWS MICROSCOPIC IMAGING OF SELF SUPPORTED DETONATIONS WHILE OPTICALLY MEASURING PRESSURES IN AN ARBITRARY CONFINER MATERIAL NEARBY USING AN IMAGING FIBER AND AN IMAGE INTENSIFIER AT A SAFE DISTANCE TESTS WITH PRESSED PELLETS OF HMX AND PBX 9501 REVEALED FEATURES DURING PORE COLLAPSE IN ENGINEERED HOLES AND DETONATION REACTION ZONE MORPHOLOGY AND THICKNESS INTERFACE EXPERIMENTS ALLOWED THE MEASUREMENT OF PRESSURE AT THE BOUNDARY BETWEEN THE EXPLOSIVE AND A SILICONE POLYMER AND THE DETERMINATION OF THE SPECIFIC HEAT RATIO FOR THE GASEOUS PRODUCTS THE SAME METHODOLOGY CAN BE USED TO FIT ANY FORM OF EQUATION OF STATE AND HUGONIOT CURVES FOR ARBITRARY MATERIALS USING FEW SIMPLE EXPERIMENTS 2021 WILEY VCH GMBH,detonation; high explosive; high speed; imaging; optical,Data acquisition; Equations of state; Microscopic examination; Morphology; Silicones; Specific heat; Detonating explosives; Diagnostic methods; Extreme conditions; High-resolution imaging; Microscopic imaging; Optical pressure measurement; Solid high explosives; Specific heat ratio; Detonation,2-s2.0-85108318721,10.1002/prep.202000337,USA,DETONATION HIGH EXPLOSIVE HIGH SPEED IMAGING OPTICAL
MODELING IGNITION AND THERMAL WAVE PROGRESSION IN BINARY GRANULAR PYROTECHNIC COMPOSITIONS,2014,"Propellants, Explosives, Pyrotechnics","Knapp S., Weiser V., Kelzenberg S., Eisenreich N.","Fraunhofer Institut f∏r Chemische Technologie, ICT, 76327 Pfinztal, Germany",55013477500;56001252600;6602526756;56186757900;,OXIDIZER AND FUEL PARTICLES ARE THE INGREDIENTS OF CLASSICAL PYROTECHNICS PARTICLE CONCENTRATION SIZE MELTING EVAPORATION AND DECOMPOSITION OF THE PARTICLES HEAT AND MASS TRANSFER REACTION KINETICS AND HEAT OF REACTION CONTROL THE BURNING BEHAVIOR OF THESE MIXTURES A HOT SPOT APPROACH MODELS THE REACTION PROGRESS IN THREE DIMENSIONS TAKING INTO CONSIDERATION THE PARTICULATE NATURE OF PYROTECHNIC COMPOSITIONS THE GOVERNING REACTION IS ASSUMED TO BE THE OXIDIZER DECOMPOSITION DESCRIBED BY AN AVRAMI EROFEEV MODEL PREDOMINANTLY THE DISTRIBUTION OF THE OXIDIZER AND FUEL PARTICLES AND THEIR SIZE FOR VARIOUS CONCENTRATIONS INFLUENCE THE BURNING RATE BENEATH THE REACTION KINETIC PARAMETERS THE COMPUTATIONAL RESULTS WERE COMPARED WITH EXPERIMENTAL PROGRESSION RATES AND TEMPERATURES MEASURED FOR AN EXAMPLE SYSTEM COMPOSED OF VARIOUS AL CUO THERMITE MIXTURES WITH ALUMINUM CONTENTS FROM 8 TO 70 THE PARTICLE SIZES WERE FIXED TO MICROMETER SCALE THE CURVE OF PROGRESSION RATE CALCULATIONS DEPENDING ON THE ALUMINIUM PARTICLE CONCENTRATION AND THEIR DISTRIBUTION SHOW THE SAME SHAPE AS THE EXPERIMENTAL RESULTS 2014 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,Thermite reaction,Fuel gages; Reaction kinetics; Aluminium particles; Aluminum contents; Computational results; Heat and mass transfer; Particle concentrations; Pyrotechnic compositions; Reaction progress; Thermite reaction; Mixtures,2-s2.0-84902515489,10.1002/prep.201400023,Germany,THERMITE
MODELING MICROSTRUCTURAL EFFECTS ON HETEROGENEOUS TEMPERATURE FIELDS WITHIN POLYCRYSTALLINE EXPLOSIVES,2021,"Propellants, Explosives, Pyrotechnics","Mohan N., Luscher D.J., Cawkwell M.J., Addessio F.L., Ramos K.J.","ATCO SpaceLab, Calgary, AB  T3E 8B4, Canada, Los Alamos National Laboratory, Los Alamos, NM, USA",55508343100;6603288835;6602604553;6602098883;14059027500;,THE PAPER ADDRESSES THE ROLE OF CRYSTAL ANISOTROPY ON THE EVOLUTION OF HETEROGENEOUS TEMPERATURE FIELDS IN PLASTIC BONDED EXPLOSIVES PBXS UNDER CONDITIONS OF WEAK SHOCK THE MODELING APPROACH IS BASED ON SIMPLIFIED IDEALIZATIONS OF PBX MICROSTRUCTURE INCLUDING RDX GRAINS AND ESTANE BINDER REGIONS SUBJECTED TO VELOCITY BOUNDARY CONDITIONS REPRESENTATIVE OF IMPACT CONDITIONS IN SITU THE CONSTITUTIVE DESCRIPTION OF THE MICROSTRUCTURE CONSTITUENTS INCLUDES A DISLOCATION BASED ANISOTROPIC SINGLE CRYSTAL PLASTICITY MODEL FOR THE EXPLOSIVE GRAINS AND A LINEAR VISCOELASTIC MODEL TO REPRESENT THE ESTANE BINDER LARGE SUITES OF SIMULATIONS WERE USED TO SYSTEMATICALLY STUDY THE CORRELATION IN HEATING OF THE GRAINS WITH LOCAL WAVE DYNAMICS CRYSTAL ORIENTATION AND THE MICROSTRUCTURAL NEIGHBORHOOD THESE CORRELATIONS WERE IDENTIFIED THROUGH THE SELECTION OF CHARACTERISTICS OF CRYSTAL ANISOTROPY INCLUDING ORIENTED WAVE SPEEDS AND TAYLOR FACTOR A KEY OBSERVATION IS THAT THE WAVE DISPERSION WITHIN A CERTAIN DISTANCE FROM THE IMPACT INTERFACE PLAYS A DOMINANT ROLE IN THE TEMPERATURE FIELD BEYOND THIS DISTANCE INDIVIDUAL CRYSTAL ORIENTATIONS PLAY A MORE DOMINANT ROLE BUT CANNOT ENTIRELY ACCOUNT FOR THE OBSERVED HETEROGENEITY WITHOUT CONSIDERATION OF THE LOCAL MICROSTRUCTURE NEIGHBORHOOD 2021 WILEY VCH GMBH,energetic materials; finite element modeling; impact; mesoscale modeling; microstructure,Anisotropy; Explosives; Microstructure; Single crystals; Viscoelasticity; Crystal anisotropy; Linear viscoelastic; Micro-structural; Micro-structural effects; Plastic bonded explosives; Polycrystalline; Single crystal plasticity; Velocity boundary condition; Crystal orientation,2-s2.0-85100905598,10.1002/prep.202000282,"Canada,USA",ENERGETIC MATERIAL FINITE ELEMENT MODELING IMPACT MESOSCALE MODELING MICROSTRUCTURE
MULTISCALE SIMULATION ON THE INFLUENCE OF DIMETHYL HYDANTOIN ON MECHANICAL PROPERTIES OF GAP RDX PROPELLANTS,2014,"Propellants, Explosives, Pyrotechnics","Lan Y., Zhai J., Li D., Yang R.","School of Material Science and Engineering, Beijing Institute of Technology, 5 South Zhongguancun Street, Haidian District, Beijing, China",55039743000;12241079800;7405322525;57196636206;,THE INFLUENCE OF DIMETHYL HYDANTOIN DMH ON THE MECHANICAL PROPERTIES OF GAP RDX PROPELLANT WAS STUDIED BY MOLECULAR DYNAMICS MD AND DISSIPATIVE PARTICLE DYNAMICS DPD SIMULATION THE RESULTS SHOWED THAT THE BINDING ENERGIES EBINDING BETWEEN GAP AND DIFFERENT SURFACES OF RDX WERE IN THE ORDER OF 010 001 100 COMPARED TO GAP RDX GAP GRAFTED WITH DMH GAP DMH EXHIBITS HIGHER BINDING ENERGIES WITH RDX AND THE SEQUENCE OF E BINDING TURNS TO 001 010 100 RADIAL DISTRIBUTION SIMULATIONS DEMONSTRATED THAT GAP DMH IS MORE CLOSE TO THE SURFACES OF RDX INCREASING THE VAN DER WAALS ENERGIES BETWEEN GAP DMH AND RDX THE STRESS AND STRAIN OF GAP DMH RDX EXCEL THOSE OF GAP RDX DPD SIMULATIONS SHOWED THAT GAP DMH WAS ABLE TO RESTRAIN THE AGGLOMERATION OF RDX TO IMPROVE THE DISPERSIBILITY AND TO ENLARGE THE CONTACT SURFACE WITH RDX WHICH ALSO INCREASED THE MECHANICAL PROPERTIES OF GAP RDX PROPELLANT COPYRIGHT 2014 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,Binding energy; Dispersibility; GAP/RDX propellants; Mechanical properties; Multiscale simulation,Contact surface; Dispersibilities; Dissipative particle dynamics; DPD simulations; Multi-scale simulation; Radial distributions; Stress and strain; Van der Waals energies; Binding energy; Mechanical properties; Molecular dynamics; Van der Waals forces; Solid propellants,2-s2.0-84897590110,10.1002/prep.201200210,China,BINDING ENERGY DISPERSIBILITY GAP RDX PROPELLANTS MECHANICAL PROPERTIES MULTISCALE SIMULATION
NANOPARTICLE TRIAMINOTRINITROBENZENE FABRICATED BY CARBON DIOXIDE ASSISTED NEBULIZATION WITH A BUBBLE DRYER,2014,"Propellants, Explosives, Pyrotechnics","Hotchkiss P.J., Wixom R.R., Tappan A.S., Rosenberg D.M., Zelenok M.D.","Sandia National Laboratories, Albuquerque, NM 87185, USA",16549296000;9234631600;21744412400;57196789920;56205559000;,CARBON DIOXIDE ASSISTED NEBULIZATION WITH A BUBBLE DRYER CAN BD WAS USED TO REFORMULATE TATB A NOTORIOUSLY INSOLUBLE MATERIAL INTO NANOPARTICLES THE METHOD IS REPRODUCIBLE AND PRODUCES PARTICLES CONSISTENTLY IN THE RANGE OF 100 400 NM WITH A MEAN OF APPROX 228 NM CHEMICAL ANALYSES OF THE MATERIAL DO NOT INDICATE ANY DECOMPOSITION OR DEGRADATION OF THE TATB RESULTING FROM THE PROCESS AND THERE DOES NOT APPEAR TO BE ANY MEASURABLE AMOUNT OF RESIDUAL SOLVENT OR OTHER IMPURITIES IN THE PARTICLES 2014 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,CAN-BD; Explosives; Nanoparticles; TATB,Carbon dioxide; Chemical analysis; Dryers (equipment); Explosives; Assisted nebulization; CAN-BD; Impurities in; Insoluble materials; Residual solvents; TATB; Triaminotrinitrobenzene; Nanoparticles,2-s2.0-84902515568,10.1002/prep.201400028,USA,CAN BD EXPLOSIVE NANOPARTICLES 1 3 5 TRIAMINO 2 4 6 TRINITROBENZENE TATB 
NANOSTRUCTURING OF PURE AND COMPOSITE BASED K6 FORMULATIONS WITH LOW SENSITIVITIES,2015,"Propellants, Explosives, Pyrotechnics","Blas L., Klaumunzer M., Pessina F., Braun S., Spitzer D.","NS3E Nanomatériaux pour les Systèmes Sous Sollicitations Extrêmes, UMR 3208, ISL/CNRS/UNISTRA, 5 rue du général Cassagnou, Saint-Louis, 68301, France, French-German Institute of Research of Saint-Louis, 5 rue du général Cassagnou, Saint-Louis, 68301, France",56105482500;35800108300;57023661700;7201804775;56213346200;,THE AIM OF THIS WORK WAS TO DESENSITIZE KETO RDX RESPECTIVELY 2 OXO 1 3 5 TRINITRO 1 3 5 TRIAZACYCLOHEXANE K6 FOR THIS PURPOSE TWO DIFFERENT METHODS WERE EMPLOYED FIRST NANO K6 WAS PRODUCED BY MEANS OF THE SPRAY FLASH EVAPORATION PROCESS PARTICLES WITH A MEDIAN SIZE OF 74 NM WERE OBTAINED SENSITIVITY TO FRICTION AND ELECTROSTATIC DISCHARGE WERE REDUCED BY DOWNSCALING PARTICLE SIZE OF K6 SECOND DUE TO THEIR MOLECULAR ANALOGY THE MIXING OF K6 AND RDX WAS STUDIED FOR THAT REASON A PHYSICAL NANOMETRIC MIXTURE OF K6 AND RDX WAS PRODUCED BY THE SAME TECHNIQUE IN THE LATTER CASE AN INTER PARTICULAR SYNERGY BETWEEN BOTH COMPOUNDS WAS NOTICED BUT WITHOUT FORMING A COCRYSTAL THE MEDIAN PARTICLE SIZE OF THE MIXTURE IS ABOUT 82 NM AND ITS SENSITIVITY IS BETWEEN THE ONES OF RAW NANO MATERIALS CONCERNING FRICTION AND ELECTROSTATIC DISCHARGE MOREOVER THE MIXTURE IS LESS SENSITIVE TO IMPACT 3 03 J THAN NANO K6 1 56 J AND NANO RDX THRESHOLD IS 2 0 J 2015 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,Desensitization; Energetic nanomaterials; Nano-K6; Nano-K6/nano-RDX mixture; Spray Flash Evaporation,Electrostatic devices; Electrostatic discharge; Electrostatics; Evaporation; Friction; Particle size; Desensitization; Energetic nanomaterials; Flash evaporation; Median particle size; Molecular analogies; Nano-K6; Nano-structuring; Sensitivity to frictions; Mixtures,2-s2.0-84956573794,10.1002/prep.201500187,France,DESENSITIZATION ENERGETIC NANOMATERIALS NANO K6 NANO K6 NANO RDX MIXTURE SPRAY FLASH EVAPORATION
