"Year","Keyword","x","Incidenceweight"
2017,"NITRATE",12,"11-20"
2018,"NITRATE",27,"21-30"
2019,"NITRATE",16,"11-20"
2020,"NITRATE",22,"21-30"
2021,"NITRATE",17,"11-20"
2022,"NITRATE",1,"1-2"
2007,"NITRATION",3,"3-5"
2008,"NITRATION",17,"11-20"
2009,"NITRATION",47,"41-50"
2010,"NITRATION",55,"51-75"
2011,"NITRATION",23,"21-30"
2013,"NITRATION",2,"1-2"
2014,"NITRATION",2,"1-2"
2015,"NITRATION",2,"1-2"
2016,"NITRATION",1,"1-2"
2018,"NITRATION",3,"3-5"
2019,"NITRATION",1,"1-2"
2020,"NITRATION",2,"1-2"
2021,"NITRATION",3,"3-5"
2006,"NITROAROMATIC",1,"1-2"
2008,"NITROAROMATIC",4,"3-5"
2009,"NITROAROMATIC",5,"3-5"
2010,"NITROAROMATIC",6,"6-10"
2011,"NITROAROMATIC",15,"11-20"
2012,"NITROAROMATIC",13,"11-20"
2013,"NITROAROMATIC",11,"11-20"
2014,"NITROAROMATIC",7,"6-10"
2015,"NITROAROMATIC",6,"6-10"
2016,"NITROAROMATIC",9,"6-10"
2017,"NITROAROMATIC",12,"11-20"
2018,"NITROAROMATIC",8,"6-10"
2019,"NITROAROMATIC",10,"6-10"
2020,"NITROAROMATIC",8,"6-10"
2021,"NITROAROMATIC",17,"11-20"
2002,"NITROAROMATIC EXPLOSIVE",1,"1-2"
2005,"NITROAROMATIC EXPLOSIVE",1,"1-2"
2008,"NITROAROMATIC EXPLOSIVE",1,"1-2"
2009,"NITROAROMATIC EXPLOSIVE",4,"3-5"
2010,"NITROAROMATIC EXPLOSIVE",9,"6-10"
2011,"NITROAROMATIC EXPLOSIVE",9,"6-10"
2012,"NITROAROMATIC EXPLOSIVE",11,"11-20"
2013,"NITROAROMATIC EXPLOSIVE",12,"11-20"
2014,"NITROAROMATIC EXPLOSIVE",18,"11-20"
2015,"NITROAROMATIC EXPLOSIVE",4,"3-5"
2016,"NITROAROMATIC EXPLOSIVE",18,"11-20"
2017,"NITROAROMATIC EXPLOSIVE",21,"21-30"
2018,"NITROAROMATIC EXPLOSIVE",18,"11-20"
2019,"NITROAROMATIC EXPLOSIVE",15,"11-20"
2020,"NITROAROMATIC EXPLOSIVE",17,"11-20"
2021,"NITROAROMATIC EXPLOSIVE",15,"11-20"
2022,"NITROAROMATIC EXPLOSIVE",1,"1-2"
2002,"NITROBENZENE",1,"1-2"
2003,"NITROBENZENE",2,"1-2"
2005,"NITROBENZENE",2,"1-2"
2006,"NITROBENZENE",1,"1-2"
2007,"NITROBENZENE",4,"3-5"
2008,"NITROBENZENE",4,"3-5"
2009,"NITROBENZENE",13,"11-20"
2010,"NITROBENZENE",7,"6-10"
2011,"NITROBENZENE",9,"6-10"
2012,"NITROBENZENE",8,"6-10"
2013,"NITROBENZENE",3,"3-5"
2014,"NITROBENZENE",6,"6-10"
2015,"NITROBENZENE",5,"3-5"
2016,"NITROBENZENE",2,"1-2"
2017,"NITROBENZENE",4,"3-5"
2018,"NITROBENZENE",4,"3-5"
2019,"NITROBENZENE",4,"3-5"
2020,"NITROBENZENE",1,"1-2"
2021,"NITROBENZENE",3,"3-5"
2001,"NITROGEN",1,"1-2"
2005,"NITROGEN",4,"3-5"
2006,"NITROGEN",4,"3-5"
2007,"NITROGEN",7,"6-10"
2008,"NITROGEN",16,"11-20"
2009,"NITROGEN",22,"21-30"
2010,"NITROGEN",11,"11-20"
2011,"NITROGEN",14,"11-20"
2012,"NITROGEN",8,"6-10"
2013,"NITROGEN",7,"6-10"
2014,"NITROGEN",10,"6-10"
2015,"NITROGEN",6,"6-10"
2016,"NITROGEN",3,"3-5"
2017,"NITROGEN",7,"6-10"
2018,"NITROGEN",17,"11-20"
2019,"NITROGEN",9,"6-10"
2020,"NITROGEN",14,"11-20"
2021,"NITROGEN",5,"3-5"
2022,"NITROGEN",1,"1-2"
2001,"NONHUMAN",1,"1-2"
2002,"NONHUMAN",1,"1-2"
2004,"NONHUMAN",1,"1-2"
2007,"NONHUMAN",17,"11-20"
2008,"NONHUMAN",15,"11-20"
2009,"NONHUMAN",9,"6-10"
2010,"NONHUMAN",21,"21-30"
2011,"NONHUMAN",28,"21-30"
2012,"NONHUMAN",25,"21-30"
2013,"NONHUMAN",9,"6-10"
2014,"NONHUMAN",3,"3-5"
2015,"NONHUMAN",2,"1-2"
2016,"NONHUMAN",3,"3-5"
2017,"NONHUMAN",4,"3-5"
2018,"NONHUMAN",4,"3-5"
2019,"NONHUMAN",6,"6-10"
2020,"NONHUMAN",9,"6-10"
2021,"NONHUMAN",11,"11-20"
2022,"NONHUMAN",1,"1-2"
2003,"OXIDATION",1,"1-2"
2007,"OXIDATION",2,"1-2"
2008,"OXIDATION",8,"6-10"
2009,"OXIDATION",9,"6-10"
2010,"OXIDATION",8,"6-10"
2011,"OXIDATION",9,"6-10"
2012,"OXIDATION",5,"3-5"
2013,"OXIDATION",4,"3-5"
2014,"OXIDATION",1,"1-2"
2015,"OXIDATION",5,"3-5"
2016,"OXIDATION",5,"3-5"
2017,"OXIDATION",6,"6-10"
2018,"OXIDATION",7,"6-10"
2019,"OXIDATION",10,"6-10"
2020,"OXIDATION",3,"3-5"
2021,"OXIDATION",7,"6-10"
2022,"OXIDATION",2,"1-2"
2001,"PARTICLE SIZE",2,"1-2"
2002,"PARTICLE SIZE",1,"1-2"
2006,"PARTICLE SIZE",1,"1-2"
2007,"PARTICLE SIZE",4,"3-5"
2008,"PARTICLE SIZE",4,"3-5"
2009,"PARTICLE SIZE",9,"6-10"
2010,"PARTICLE SIZE",10,"6-10"
2011,"PARTICLE SIZE",5,"3-5"
2012,"PARTICLE SIZE",10,"6-10"
2013,"PARTICLE SIZE",7,"6-10"
2014,"PARTICLE SIZE",10,"6-10"
2015,"PARTICLE SIZE",9,"6-10"
2016,"PARTICLE SIZE",8,"6-10"
2017,"PARTICLE SIZE",7,"6-10"
2018,"PARTICLE SIZE",9,"6-10"
2019,"PARTICLE SIZE",15,"11-20"
2020,"PARTICLE SIZE",7,"6-10"
2021,"PARTICLE SIZE",17,"11-20"
2022,"PARTICLE SIZE",1,"1-2"
2001,"PENTAERYTHRITOL TETRANITRATE (PETN)",2,"1-2"
2002,"PENTAERYTHRITOL TETRANITRATE (PETN)",2,"1-2"
2003,"PENTAERYTHRITOL TETRANITRATE (PETN)",3,"3-5"
2004,"PENTAERYTHRITOL TETRANITRATE (PETN)",1,"1-2"
2005,"PENTAERYTHRITOL TETRANITRATE (PETN)",2,"1-2"
2006,"PENTAERYTHRITOL TETRANITRATE (PETN)",1,"1-2"
2007,"PENTAERYTHRITOL TETRANITRATE (PETN)",7,"6-10"
2008,"PENTAERYTHRITOL TETRANITRATE (PETN)",5,"3-5"
2009,"PENTAERYTHRITOL TETRANITRATE (PETN)",8,"6-10"
2010,"PENTAERYTHRITOL TETRANITRATE (PETN)",10,"6-10"
2011,"PENTAERYTHRITOL TETRANITRATE (PETN)",9,"6-10"
2012,"PENTAERYTHRITOL TETRANITRATE (PETN)",19,"11-20"
2013,"PENTAERYTHRITOL TETRANITRATE (PETN)",13,"11-20"
2014,"PENTAERYTHRITOL TETRANITRATE (PETN)",12,"11-20"
2015,"PENTAERYTHRITOL TETRANITRATE (PETN)",5,"3-5"
2016,"PENTAERYTHRITOL TETRANITRATE (PETN)",14,"11-20"
2017,"PENTAERYTHRITOL TETRANITRATE (PETN)",14,"11-20"
2018,"PENTAERYTHRITOL TETRANITRATE (PETN)",11,"11-20"
2019,"PENTAERYTHRITOL TETRANITRATE (PETN)",13,"11-20"
2020,"PENTAERYTHRITOL TETRANITRATE (PETN)",12,"11-20"
2021,"PENTAERYTHRITOL TETRANITRATE (PETN)",13,"11-20"
2001,"PEROXIDE",1,"1-2"
2002,"PEROXIDE",1,"1-2"
2003,"PEROXIDE",1,"1-2"
2004,"PEROXIDE",2,"1-2"
2005,"PEROXIDE",1,"1-2"
2006,"PEROXIDE",4,"3-5"
2007,"PEROXIDE",1,"1-2"
2008,"PEROXIDE",7,"6-10"
2009,"PEROXIDE",6,"6-10"
2010,"PEROXIDE",6,"6-10"
2011,"PEROXIDE",2,"1-2"
2012,"PEROXIDE",10,"6-10"
2013,"PEROXIDE",6,"6-10"
2014,"PEROXIDE",7,"6-10"
2015,"PEROXIDE",6,"6-10"
2016,"PEROXIDE",7,"6-10"
2017,"PEROXIDE",7,"6-10"
2018,"PEROXIDE",7,"6-10"
2019,"PEROXIDE",10,"6-10"
2020,"PEROXIDE",2,"1-2"
2021,"PEROXIDE",3,"3-5"
2022,"PEROXIDE",1,"1-2"
2007,"PICRIC ACID (PA)",2,"1-2"
2009,"PICRIC ACID (PA)",4,"3-5"
2010,"PICRIC ACID (PA)",1,"1-2"
2011,"PICRIC ACID (PA)",5,"3-5"
2012,"PICRIC ACID (PA)",15,"11-20"
2013,"PICRIC ACID (PA)",3,"3-5"
2014,"PICRIC ACID (PA)",8,"6-10"
2015,"PICRIC ACID (PA)",8,"6-10"
2016,"PICRIC ACID (PA)",11,"11-20"
2017,"PICRIC ACID (PA)",10,"6-10"
2018,"PICRIC ACID (PA)",5,"3-5"
2019,"PICRIC ACID (PA)",9,"6-10"
2020,"PICRIC ACID (PA)",9,"6-10"
2021,"PICRIC ACID (PA)",5,"3-5"
2022,"PICRIC ACID (PA)",1,"1-2"
2005,"POLYMER",2,"1-2"
2007,"POLYMER",2,"1-2"
2008,"POLYMER",9,"6-10"
2009,"POLYMER",9,"6-10"
2010,"POLYMER",12,"11-20"
2011,"POLYMER",14,"11-20"
2012,"POLYMER",19,"11-20"
2013,"POLYMER",11,"11-20"
2014,"POLYMER",11,"11-20"
2015,"POLYMER",14,"11-20"
2016,"POLYMER",10,"6-10"
2017,"POLYMER",13,"11-20"
2018,"POLYMER",8,"6-10"
2019,"POLYMER",9,"6-10"
2020,"POLYMER",6,"6-10"
2021,"POLYMER",9,"6-10"
2022,"POLYMER",1,"1-2"
2007,"POLYMER-BONDED EXPLOSIVE (PBX)",2,"1-2"
2008,"POLYMER-BONDED EXPLOSIVE (PBX)",2,"1-2"
2009,"POLYMER-BONDED EXPLOSIVE (PBX)",2,"1-2"
2010,"POLYMER-BONDED EXPLOSIVE (PBX)",1,"1-2"
2012,"POLYMER-BONDED EXPLOSIVE (PBX)",10,"6-10"
2013,"POLYMER-BONDED EXPLOSIVE (PBX)",8,"6-10"
2014,"POLYMER-BONDED EXPLOSIVE (PBX)",1,"1-2"
2015,"POLYMER-BONDED EXPLOSIVE (PBX)",3,"3-5"
2016,"POLYMER-BONDED EXPLOSIVE (PBX)",4,"3-5"
2017,"POLYMER-BONDED EXPLOSIVE (PBX)",2,"1-2"
2018,"POLYMER-BONDED EXPLOSIVE (PBX)",12,"11-20"
2019,"POLYMER-BONDED EXPLOSIVE (PBX)",15,"11-20"
2020,"POLYMER-BONDED EXPLOSIVE (PBX)",11,"11-20"
2021,"POLYMER-BONDED EXPLOSIVE (PBX)",14,"11-20"
2022,"POLYMER-BONDED EXPLOSIVE (PBX)",1,"1-2"
2001,"PRIORITY JOURNAL",11,"11-20"
2002,"PRIORITY JOURNAL",8,"6-10"
2003,"PRIORITY JOURNAL",9,"6-10"
2004,"PRIORITY JOURNAL",7,"6-10"
2005,"PRIORITY JOURNAL",6,"6-10"
2006,"PRIORITY JOURNAL",6,"6-10"
2007,"PRIORITY JOURNAL",24,"21-30"
2008,"PRIORITY JOURNAL",31,"31-40"
2009,"PRIORITY JOURNAL",27,"21-30"
2010,"PRIORITY JOURNAL",31,"31-40"
2011,"PRIORITY JOURNAL",52,"51-75"
2012,"PRIORITY JOURNAL",53,"51-75"
2013,"PRIORITY JOURNAL",27,"21-30"
2014,"PRIORITY JOURNAL",11,"11-20"
2015,"PRIORITY JOURNAL",6,"6-10"
2016,"PRIORITY JOURNAL",15,"11-20"
2017,"PRIORITY JOURNAL",22,"21-30"
2018,"PRIORITY JOURNAL",28,"21-30"
2019,"PRIORITY JOURNAL",19,"11-20"
2020,"PRIORITY JOURNAL",34,"31-40"
2021,"PRIORITY JOURNAL",12,"11-20"
2009,"PROCEDURES",1,"1-2"
2014,"PROCEDURES",19,"11-20"
2015,"PROCEDURES",14,"11-20"
2016,"PROCEDURES",14,"11-20"
2017,"PROCEDURES",10,"6-10"
2018,"PROCEDURES",10,"6-10"
2019,"PROCEDURES",9,"6-10"
2020,"PROCEDURES",11,"11-20"
2021,"PROCEDURES",4,"3-5"
2001,"PROPELLANT",1,"1-2"
2002,"PROPELLANT",2,"1-2"
2003,"PROPELLANT",2,"1-2"
2006,"PROPELLANT",3,"3-5"
2007,"PROPELLANT",1,"1-2"
2008,"PROPELLANT",4,"3-5"
2009,"PROPELLANT",7,"6-10"
2010,"PROPELLANT",4,"3-5"
2011,"PROPELLANT",3,"3-5"
2012,"PROPELLANT",6,"6-10"
2013,"PROPELLANT",4,"3-5"
2014,"PROPELLANT",7,"6-10"
2015,"PROPELLANT",6,"6-10"
2016,"PROPELLANT",1,"1-2"
2017,"PROPELLANT",4,"3-5"
2018,"PROPELLANT",8,"6-10"
2019,"PROPELLANT",10,"6-10"
2020,"PROPELLANT",9,"6-10"
2021,"PROPELLANT",20,"11-20"
2005,"PYROLYSIS",2,"1-2"
2007,"PYROLYSIS",5,"3-5"
2008,"PYROLYSIS",6,"6-10"
2009,"PYROLYSIS",9,"6-10"
2010,"PYROLYSIS",1,"1-2"
2011,"PYROLYSIS",9,"6-10"
2012,"PYROLYSIS",6,"6-10"
2013,"PYROLYSIS",8,"6-10"
2014,"PYROLYSIS",2,"1-2"
2015,"PYROLYSIS",2,"1-2"
2016,"PYROLYSIS",1,"1-2"
2017,"PYROLYSIS",3,"3-5"
2018,"PYROLYSIS",16,"11-20"
2019,"PYROLYSIS",7,"6-10"
2020,"PYROLYSIS",7,"6-10"
2021,"PYROLYSIS",4,"3-5"
2007,"QUENCHING",1,"1-2"
2008,"QUENCHING",6,"6-10"
2009,"QUENCHING",3,"3-5"
2010,"QUENCHING",4,"3-5"
2011,"QUENCHING",9,"6-10"
2012,"QUENCHING",9,"6-10"
2013,"QUENCHING",8,"6-10"
2014,"QUENCHING",14,"11-20"
2015,"QUENCHING",9,"6-10"
2016,"QUENCHING",16,"11-20"
2017,"QUENCHING",23,"21-30"
2018,"QUENCHING",14,"11-20"
2019,"QUENCHING",8,"6-10"
2020,"QUENCHING",17,"11-20"
2021,"QUENCHING",11,"11-20"
2022,"QUENCHING",1,"1-2"
2004,"RAMAN SPECTROSCOPY",1,"1-2"
2007,"RAMAN SPECTROSCOPY",3,"3-5"
2008,"RAMAN SPECTROSCOPY",7,"6-10"
2009,"RAMAN SPECTROSCOPY",7,"6-10"
2010,"RAMAN SPECTROSCOPY",14,"11-20"
2011,"RAMAN SPECTROSCOPY",25,"21-30"
2012,"RAMAN SPECTROSCOPY",26,"21-30"
2013,"RAMAN SPECTROSCOPY",14,"11-20"
2014,"RAMAN SPECTROSCOPY",25,"21-30"
2015,"RAMAN SPECTROSCOPY",7,"6-10"
2016,"RAMAN SPECTROSCOPY",21,"21-30"
2017,"RAMAN SPECTROSCOPY",18,"11-20"
2018,"RAMAN SPECTROSCOPY",11,"11-20"
2019,"RAMAN SPECTROSCOPY",15,"11-20"
2020,"RAMAN SPECTROSCOPY",21,"21-30"
2021,"RAMAN SPECTROSCOPY",8,"6-10"
2022,"RAMAN SPECTROSCOPY",1,"1-2"
2002,"REVIEW",1,"1-2"
2004,"REVIEW",2,"1-2"
2006,"REVIEW",1,"1-2"
2007,"REVIEW",7,"6-10"
2008,"REVIEW",7,"6-10"
2009,"REVIEW",8,"6-10"
2010,"REVIEW",6,"6-10"
2011,"REVIEW",7,"6-10"
2012,"REVIEW",12,"11-20"
2013,"REVIEW",6,"6-10"
2014,"REVIEW",2,"1-2"
2015,"REVIEW",5,"3-5"
2016,"REVIEW",6,"6-10"
2017,"REVIEW",6,"6-10"
2018,"REVIEW",11,"11-20"
2019,"REVIEW",3,"3-5"
2020,"REVIEW",5,"3-5"
2021,"REVIEW",6,"6-10"
2001,"SCANNING ELECTRON MICROSCOPY (SEM)",2,"1-2"
2003,"SCANNING ELECTRON MICROSCOPY (SEM)",1,"1-2"
2006,"SCANNING ELECTRON MICROSCOPY (SEM)",2,"1-2"
2007,"SCANNING ELECTRON MICROSCOPY (SEM)",2,"1-2"
2008,"SCANNING ELECTRON MICROSCOPY (SEM)",3,"3-5"
2009,"SCANNING ELECTRON MICROSCOPY (SEM)",3,"3-5"
2010,"SCANNING ELECTRON MICROSCOPY (SEM)",7,"6-10"
2011,"SCANNING ELECTRON MICROSCOPY (SEM)",9,"6-10"
2012,"SCANNING ELECTRON MICROSCOPY (SEM)",10,"6-10"
2013,"SCANNING ELECTRON MICROSCOPY (SEM)",4,"3-5"
2014,"SCANNING ELECTRON MICROSCOPY (SEM)",10,"6-10"
2015,"SCANNING ELECTRON MICROSCOPY (SEM)",5,"3-5"
2016,"SCANNING ELECTRON MICROSCOPY (SEM)",4,"3-5"
2017,"SCANNING ELECTRON MICROSCOPY (SEM)",11,"11-20"
2018,"SCANNING ELECTRON MICROSCOPY (SEM)",11,"11-20"
2019,"SCANNING ELECTRON MICROSCOPY (SEM)",5,"3-5"
2020,"SCANNING ELECTRON MICROSCOPY (SEM)",12,"11-20"
2021,"SCANNING ELECTRON MICROSCOPY (SEM)",11,"11-20"
2001,"SENSITIVITY ANALYSIS",1,"1-2"
2004,"SENSITIVITY ANALYSIS",1,"1-2"
2005,"SENSITIVITY ANALYSIS",3,"3-5"
2006,"SENSITIVITY ANALYSIS",1,"1-2"
2007,"SENSITIVITY ANALYSIS",7,"6-10"
2008,"SENSITIVITY ANALYSIS",11,"11-20"
2009,"SENSITIVITY ANALYSIS",6,"6-10"
2010,"SENSITIVITY ANALYSIS",12,"11-20"
2011,"SENSITIVITY ANALYSIS",7,"6-10"
2012,"SENSITIVITY ANALYSIS",13,"11-20"
2013,"SENSITIVITY ANALYSIS",5,"3-5"
2014,"SENSITIVITY ANALYSIS",2,"1-2"
2015,"SENSITIVITY ANALYSIS",3,"3-5"
2016,"SENSITIVITY ANALYSIS",4,"3-5"
2017,"SENSITIVITY ANALYSIS",2,"1-2"
2018,"SENSITIVITY ANALYSIS",5,"3-5"
2019,"SENSITIVITY ANALYSIS",4,"3-5"
2020,"SENSITIVITY ANALYSIS",2,"1-2"
2021,"SENSITIVITY ANALYSIS",5,"3-5"
2022,"SENSITIVITY ANALYSIS",1,"1-2"
2004,"SENSOR",1,"1-2"
2005,"SENSOR",1,"1-2"
2007,"SENSOR",5,"3-5"
2008,"SENSOR",8,"6-10"
2009,"SENSOR",17,"11-20"
2010,"SENSOR",18,"11-20"
2011,"SENSOR",32,"31-40"
2012,"SENSOR",36,"31-40"
2013,"SENSOR",14,"11-20"
2014,"SENSOR",22,"21-30"
2015,"SENSOR",11,"11-20"
2016,"SENSOR",18,"11-20"
2017,"SENSOR",18,"11-20"
2018,"SENSOR",11,"11-20"
2019,"SENSOR",9,"6-10"
2020,"SENSOR",9,"6-10"
2021,"SENSOR",4,"3-5"
2022,"SENSOR",1,"1-2"
2001,"SOIL",1,"1-2"
2002,"SOIL",1,"1-2"
2003,"SOIL",1,"1-2"
2004,"SOIL",2,"1-2"
2005,"SOIL",3,"3-5"
2006,"SOIL",1,"1-2"
2007,"SOIL",4,"3-5"
2008,"SOIL",14,"11-20"
2009,"SOIL",9,"6-10"
2010,"SOIL",9,"6-10"
2011,"SOIL",8,"6-10"
2012,"SOIL",17,"11-20"
2013,"SOIL",5,"3-5"
2014,"SOIL",2,"1-2"
2015,"SOIL",5,"3-5"
2016,"SOIL",4,"3-5"
2017,"SOIL",2,"1-2"
2018,"SOIL",4,"3-5"
2019,"SOIL",3,"3-5"
2020,"SOIL",5,"3-5"
2021,"SOIL",9,"6-10"
2022,"SOIL",1,"1-2"
2001,"SOIL POLLUTANTS",1,"1-2"
2002,"SOIL POLLUTANTS",1,"1-2"
2004,"SOIL POLLUTANTS",1,"1-2"
2005,"SOIL POLLUTANTS",1,"1-2"
2006,"SOIL POLLUTANTS",1,"1-2"
2007,"SOIL POLLUTANTS",7,"6-10"
2008,"SOIL POLLUTANTS",11,"11-20"
2009,"SOIL POLLUTANTS",12,"11-20"
2010,"SOIL POLLUTANTS",12,"11-20"
2011,"SOIL POLLUTANTS",14,"11-20"
2012,"SOIL POLLUTANTS",20,"11-20"
2013,"SOIL POLLUTANTS",4,"3-5"
2015,"SOIL POLLUTANTS",2,"1-2"
2016,"SOIL POLLUTANTS",2,"1-2"
2017,"SOIL POLLUTANTS",3,"3-5"
2018,"SOIL POLLUTANTS",4,"3-5"
2019,"SOIL POLLUTANTS",3,"3-5"
2020,"SOIL POLLUTANTS",1,"1-2"
2021,"SOIL POLLUTANTS",4,"3-5"
2001,"SPECTROMETRY",2,"1-2"
2002,"SPECTROMETRY",1,"1-2"
2003,"SPECTROMETRY",2,"1-2"
2004,"SPECTROMETRY",1,"1-2"
2005,"SPECTROMETRY",2,"1-2"
2007,"SPECTROMETRY",2,"1-2"
2008,"SPECTROMETRY",9,"6-10"
2009,"SPECTROMETRY",5,"3-5"
2010,"SPECTROMETRY",9,"6-10"
2011,"SPECTROMETRY",16,"11-20"
2012,"SPECTROMETRY",13,"11-20"
2013,"SPECTROMETRY",6,"6-10"
2014,"SPECTROMETRY",5,"3-5"
2015,"SPECTROMETRY",14,"11-20"
2016,"SPECTROMETRY",25,"21-30"
2017,"SPECTROMETRY",13,"11-20"
2018,"SPECTROMETRY",13,"11-20"
2019,"SPECTROMETRY",6,"6-10"
2020,"SPECTROMETRY",8,"6-10"
2021,"SPECTROMETRY",5,"3-5"
2001,"SPECTROSCOPY",2,"1-2"
2005,"SPECTROSCOPY",1,"1-2"
2006,"SPECTROSCOPY",2,"1-2"
2007,"SPECTROSCOPY",8,"6-10"
2008,"SPECTROSCOPY",8,"6-10"
2009,"SPECTROSCOPY",8,"6-10"
2010,"SPECTROSCOPY",13,"11-20"
2011,"SPECTROSCOPY",19,"11-20"
2012,"SPECTROSCOPY",13,"11-20"
2013,"SPECTROSCOPY",3,"3-5"
2014,"SPECTROSCOPY",13,"11-20"
2015,"SPECTROSCOPY",5,"3-5"
2016,"SPECTROSCOPY",10,"6-10"
2017,"SPECTROSCOPY",12,"11-20"
2018,"SPECTROSCOPY",9,"6-10"
2019,"SPECTROSCOPY",10,"6-10"
2020,"SPECTROSCOPY",11,"11-20"
2021,"SPECTROSCOPY",9,"6-10"
2007,"STAND-OFF DETECTION",2,"1-2"
2008,"STAND-OFF DETECTION",4,"3-5"
2009,"STAND-OFF DETECTION",2,"1-2"
2010,"STAND-OFF DETECTION",9,"6-10"
2011,"STAND-OFF DETECTION",12,"11-20"
2012,"STAND-OFF DETECTION",22,"21-30"
2013,"STAND-OFF DETECTION",5,"3-5"
2014,"STAND-OFF DETECTION",8,"6-10"
2015,"STAND-OFF DETECTION",1,"1-2"
2016,"STAND-OFF DETECTION",7,"6-10"
2017,"STAND-OFF DETECTION",5,"3-5"
2018,"STAND-OFF DETECTION",12,"11-20"
2019,"STAND-OFF DETECTION",5,"3-5"
2020,"STAND-OFF DETECTION",4,"3-5"
2003,"SURFACE PROPERTY",1,"1-2"
2005,"SURFACE PROPERTY",2,"1-2"
2007,"SURFACE PROPERTY",1,"1-2"
2008,"SURFACE PROPERTY",6,"6-10"
2009,"SURFACE PROPERTY",5,"3-5"
2010,"SURFACE PROPERTY",5,"3-5"
2011,"SURFACE PROPERTY",12,"11-20"
2012,"SURFACE PROPERTY",7,"6-10"
2013,"SURFACE PROPERTY",8,"6-10"
2014,"SURFACE PROPERTY",7,"6-10"
2015,"SURFACE PROPERTY",3,"3-5"
2016,"SURFACE PROPERTY",5,"3-5"
2017,"SURFACE PROPERTY",2,"1-2"
2018,"SURFACE PROPERTY",8,"6-10"
2019,"SURFACE PROPERTY",3,"3-5"
2020,"SURFACE PROPERTY",6,"6-10"
2021,"SURFACE PROPERTY",1,"1-2"
2022,"SURFACE PROPERTY",1,"1-2"
2007,"SYNTHESIS",4,"3-5"
2008,"SYNTHESIS",4,"3-5"
2009,"SYNTHESIS",4,"3-5"
2010,"SYNTHESIS",7,"6-10"
2011,"SYNTHESIS",9,"6-10"
2012,"SYNTHESIS",8,"6-10"
2013,"SYNTHESIS",3,"3-5"
2014,"SYNTHESIS",5,"3-5"
2015,"SYNTHESIS",6,"6-10"
2016,"SYNTHESIS",4,"3-5"
2017,"SYNTHESIS",4,"3-5"
2018,"SYNTHESIS",7,"6-10"
2019,"SYNTHESIS",11,"11-20"
2020,"SYNTHESIS",11,"11-20"
2021,"SYNTHESIS",7,"6-10"
2001,"TEMPERATURE",1,"1-2"
2002,"TEMPERATURE",1,"1-2"
2004,"TEMPERATURE",1,"1-2"
2005,"TEMPERATURE",1,"1-2"
2007,"TEMPERATURE",2,"1-2"
2008,"TEMPERATURE",8,"6-10"
2009,"TEMPERATURE",19,"11-20"
2010,"TEMPERATURE",9,"6-10"
2011,"TEMPERATURE",7,"6-10"
2012,"TEMPERATURE",10,"6-10"
2013,"TEMPERATURE",8,"6-10"
2014,"TEMPERATURE",7,"6-10"
2015,"TEMPERATURE",7,"6-10"
2016,"TEMPERATURE",3,"3-5"
2017,"TEMPERATURE",4,"3-5"
2018,"TEMPERATURE",18,"11-20"
2019,"TEMPERATURE",11,"11-20"
2020,"TEMPERATURE",7,"6-10"
2021,"TEMPERATURE",6,"6-10"
2001,"TERRORISM",1,"1-2"
2004,"TERRORISM",1,"1-2"
2006,"TERRORISM",2,"1-2"
2007,"TERRORISM",5,"3-5"
2008,"TERRORISM",3,"3-5"
2009,"TERRORISM",1,"1-2"
2010,"TERRORISM",7,"6-10"
2011,"TERRORISM",9,"6-10"
2012,"TERRORISM",13,"11-20"
2013,"TERRORISM",4,"3-5"
2014,"TERRORISM",5,"3-5"
2015,"TERRORISM",6,"6-10"
2016,"TERRORISM",6,"6-10"
2017,"TERRORISM",7,"6-10"
2018,"TERRORISM",9,"6-10"
2019,"TERRORISM",3,"3-5"
2020,"TERRORISM",5,"3-5"
2021,"TERRORISM",8,"6-10"
2006,"THERMOGRAVIMETRIC ANALYSIS (TGA)",1,"1-2"
2007,"THERMOGRAVIMETRIC ANALYSIS (TGA)",3,"3-5"
2008,"THERMOGRAVIMETRIC ANALYSIS (TGA)",2,"1-2"
2009,"THERMOGRAVIMETRIC ANALYSIS (TGA)",3,"3-5"
2010,"THERMOGRAVIMETRIC ANALYSIS (TGA)",5,"3-5"
2011,"THERMOGRAVIMETRIC ANALYSIS (TGA)",2,"1-2"
2012,"THERMOGRAVIMETRIC ANALYSIS (TGA)",5,"3-5"
2013,"THERMOGRAVIMETRIC ANALYSIS (TGA)",7,"6-10"
2014,"THERMOGRAVIMETRIC ANALYSIS (TGA)",8,"6-10"
2015,"THERMOGRAVIMETRIC ANALYSIS (TGA)",3,"3-5"
2016,"THERMOGRAVIMETRIC ANALYSIS (TGA)",1,"1-2"
2017,"THERMOGRAVIMETRIC ANALYSIS (TGA)",3,"3-5"
2018,"THERMOGRAVIMETRIC ANALYSIS (TGA)",14,"11-20"
2019,"THERMOGRAVIMETRIC ANALYSIS (TGA)",11,"11-20"
2020,"THERMOGRAVIMETRIC ANALYSIS (TGA)",8,"6-10"
2021,"THERMOGRAVIMETRIC ANALYSIS (TGA)",10,"6-10"
2008,"THERMOLYSIS",2,"1-2"
2009,"THERMOLYSIS",1,"1-2"
2010,"THERMOLYSIS",1,"1-2"
2011,"THERMOLYSIS",1,"1-2"
2012,"THERMOLYSIS",2,"1-2"
2013,"THERMOLYSIS",2,"1-2"
2016,"THERMOLYSIS",1,"1-2"
