AIKeywords	CorrectedAIKeywords	CorAIKeywordsAcronym
COLLISION-INDUCED DISSOCIATIONS	COLLISION-INDUCED DISSOCIATION	COLLISION-INDUCED DISSOCIATION
COLLISIONS	TRAFFIC ACCIDENT	TRAFFIC ACCIDENT
COLOR	COLOUR	COLOUR
COLOR TESTS	COLOR TEST	COLOR TEST
COLORIMETRIC ANALYSIS	COLORIMETRY	COLORIMETRY
COLORIMETRIC METHODS	COLORIMETRY	COLORIMETRY
COLORING AGENT	COLORING AGENTS	COLORING AGENTS
COLORS	COLOUR	COLOUR
COLOURIMETRIC DETECTION	COLORIMETRIC DETECTION	COLORIMETRIC DETECTION
COLOURIMETRY	COLORIMETRY	COLORIMETRY
COLUMN-SWITCHING	COLUMN SWITCHING	COLUMN SWITCHING
COMMERCIAL DRIVERS	DRIVER	DRIVER
COMMERCIAL EXPLOSIVES	COMMERCIAL EXPLOSIVE	COMMERCIAL EXPLOSIVE
COMMUNITY STRUCTURE	COMMUNITY COMPOSITION	COMMUNITY COMPOSITION
COMMUNITY STRUCTURES	COMMUNITY COMPOSITION	COMMUNITY COMPOSITION
COMPARATIVE ANALYSIS	COMPARATIVE STUDY	COMPARATIVE STUDY
COMPARATIVE METHODS	COMPARATIVE STUDY	COMPARATIVE STUDY
COMPARATIVE STUDIES	COMPARATIVE STUDY	COMPARATIVE STUDY
COMPARATIVE TESTING	COMPARATIVE STUDY	COMPARATIVE STUDY
COMPARISON STUDY	COMPARATIVE STUDY	COMPARATIVE STUDY
COMPOSITE EXPLOSIVES	COMPOSITE EXPLOSIVE	COMPOSITE EXPLOSIVE
COMPOSITE PROPELLANT	PROPELLANT	PROPELLANT
COMPOSITE PROPELLANTS	COMPOSITE PROPELLANT	COMPOSITE PROPELLANT
COMPOSITE PROPELLANTS	PROPELLANT	PROPELLANT
COMPOSITE SOLID PROPELLANT	COMPOSITE PROPELLANT	COMPOSITE PROPELLANT
COMPOSITE SOLID PROPELLANT	PROPELLANT	PROPELLANT
COMPOSITE SOLID PROPELLANTS	PROPELLANT	PROPELLANT
COMPOSITE SOLIDE PROPELLANTS	COMPOSITE PROPELLANT	COMPOSITE PROPELLANT
COMPOSITION C-4	C4	C4
COMPOSITION C4	C-4	C-4
COMPOSITION C4	C4	C4
COMPOSITION.	COMPOSITION	COMPOSITION
COMPREHENSIVE TWO-DIMENSIONAL GAS CHROMATOGRAPHY (GC ?? GC)	COMPREHENSIVE TWO-DIMENSIONAL GAS CHROMATOGRAPHY (GC-GC)	(GC-GC)
COMPREHENSIVE TWO-DIMENSIONAL GAS CHROMATOGRAPHY (GC-GC)	COMPREHENSIVE TWO-DIMENSIONAL GAS CHROMATOGRAPHY (GC-GC)	(GC-GC)
COMPREHENSIVE TWO-DIMENSIONAL GC	COMPREHENSIVE TWO-DIMENSIONAL GAS CHROMATOGRAPHY	COMPREHENSIVE TWO-DIMENSIONAL GAS CHROMATOGRAPHY
COMPRESSIVE STRENGHT	COMPRESSIVE STRENGTH	COMPRESSIVE STRENGTH
COMPUTATIONAL FLUID DYNAMIC (CFD)	COMPUTATIONAL FLUID DYNAMICS (CFD)	COMPUTATIONAL FLUID DYNAMICS (CFD)
COMPUTATIONAL FLUID DYNAMIC MODELING	COMPUTATIONAL FLUID DYNAMICS (CFD)	COMPUTATIONAL FLUID DYNAMICS (CFD)
COMPUTATIONAL FLUID DYNAMICS	COMPUTATIONAL FLUID DYNAMICS (CFD)	COMPUTATIONAL FLUID DYNAMICS (CFD)
COMPUTER	COMPUTERS	COMPUTERS
COMPUTER CRIMES	COMPUTER CRIME	COMPUTER CRIME
COMPUTER FORENSIC	COMPUTER FORENSICS	COMPUTER FORENSICS
COMPUTER FORENSICS (CF)	COMPUTER FORENSICS	COMPUTER FORENSICS
COMPUTER NETWORKS	COMPUTER NETWORK	COMPUTER NETWORK
COMPUTER PROGRAMS	COMPUTER PROGRAM	COMPUTER PROGRAM
CONCEALED BULK EXPLOSIVE	CONCEALED EXPLOSIVE	CONCEALED EXPLOSIVE
CONCEALED EXPLOSIVES	CONCEALED EXPLOSIVE	CONCEALED EXPLOSIVE
CONCENTRATION (COMPOSITION)	CONCENTRATION	CONCENTRATION
CONCENTRATION (PARAMETER)	CO/Users/Amy/Documents/PhD/TransferPersistenceRecoveryExplosives/ExplosivesInterpolScopusSearch/CorrectionLists/KeywordsCorrectionFull.txtNCENTRATION	CONCENTRATION
CONCENTRATION (PARAMETER)	CONCENTRATION (PARAMETERS)	CONCENTRATION (PARAMETERS)
CONCENTRATION (PROCESS)	CONCENTRATION	CONCENTRATION
CONCENTRATION OF	CONCENTRATION	CONCENTRATION
CONCENTRATION OF SOLUTIONS	CONCENTRATION	CONCENTRATION
CONCENTRATION RANGES	CONCENTRATION	CONCENTRATION
CONCENTRATION RANGES	CONCENTRATION (PARAMETERS)	CONCENTRATION (PARAMETERS)
CONCRETES	CONCRETE	CONCRETE
CONDENSED EXPLOSIVES	CONDENSED-PHASE EXPLOSIVE	CONDENSED-PHASE EXPLOSIVE
CONDENSED-PHASE EXPLOSIVES	CONDENSED-PHASE EXPLOSIVE	CONDENSED-PHASE EXPLOSIVE
CONDUCTING POLYMER	CONDUCTING POLYMERS	CONDUCTING POLYMERS
CONFISCATED DRUGS	CONFISCATED DRUG	CONFISCATED DRUG
CONFOCAL RAMAN MICROSPECTROSCOPY	RAMAN SPECTROSCOPY	RAMAN SPECTROSCOPY
CONFORMATION ALANALYSIS	CONFORMATIONAL ANALYSIS	CONFORMATIONAL ANALYSIS
CONJUGATED POLYMERS	CONJUGATED POLYMER	CONJUGATED POLYMER
CONTAMINANTS	CONTAMINANT	CONTAMINANT
CONTROLLED DRUG	CONTROLLED DRUGS	CONTROLLED DRUGS
CONTROLLED SUBSTANCE	CONTROLLED SUBSTANCES	CONTROLLED SUBSTANCES
COPPER (I) 5-NITROTETRAZOLATE	COPPER (I) 5-NITROTETRAZOLATE (DBX-1)	COPPER (I) 5-NITROTETRAZOLATE (DBX-1)
COPPER I 5 NITROTETRAZOLATE DBX 1	COPPER (I) 5-NITROTETRAZOLATE (DBX-1)	COPPER (I) 5-NITROTETRAZOLATE (DBX-1)
COPYRIGHTS	COPYRIGHT	COPYRIGHT
CORE-SHELL PARTICLES	CORE-SHELL PARTICLE	CORE-SHELL PARTICLE
COUNTERFEIT DRUG	COUNTERFEIT DRUGS	COUNTERFEIT DRUGS
COUNTERFEIT MEDICINE	COUNTERFEIT MEDICINES	COUNTERFEIT MEDICINES
COUNTERFEITS	COUNTERFEIT	COUNTERFEIT
COUNTY LINES	COUNTERFEIT	COUNTERFEIT
COURT OF LAW	COURT	COURT
COURTS	COURT	COURT
CP 47497	"CP-47,497"	"CP-47,497"
CP-47 497	"CP-47,497"	"CP-47,497"
CRASH	ACCIDENT	ACCIDENT
CRASHES	ACCIDENT	ACCIDENT
CRATININE	CREATINE	CREATINE
CRIME INVESTIGATION	CRIMINAL INVESTIGATION	CRIMINAL INVESTIGATION
CRIMES	CRIME	CRIME
CRIMINAL ACTIVITY	CRIMINAL ACTIVITIES	CRIMINAL ACTIVITIES
CRIMINAL INVESTIGATIONS	CRIMINAL INVESTIGATION	CRIMINAL INVESTIGATION
CRIMINAL MARKETS	CRIMINAL MARKET	CRIMINAL MARKET
CRIMINAL SCIENCE	CRIMINOLOGY	CRIMINOLOGY
CRIMINALISTIC	CRIMINALISTICS	CRIMINALISTICS
CRIRMNALISTICS	CRIMINALISTICS	CRIMINALISTICS
CROPS	CROP	CROP
CROSS REACTIVITY	CROSS-REACTIVITY	CROSS-REACTIVITY
CROSS-OVER STUDIES	CROSS-SECTIONAL STUDIES	CROSS-SECTIONAL STUDIES
CROSS-SECTIONAL STUDY	CROSS-SECTIONAL STUDIES	CROSS-SECTIONAL STUDIES
CROSS-SECTIONAL SURVEYS	CROSS-SECTIONAL STUDIES	CROSS-SECTIONAL STUDIES
CROWN ETHER	CROWN ETHERS	CROWN ETHERS
CRYPTOMARKET	CRYPTOMARKETS	CRYPTOMARKETS
CRYSTAL STRUCTURES	CRYSTAL STRUCTURE	CRYSTAL STRUCTURE
CULTIVARS	CULTIVAR	CULTIVAR
CUPROUS AZIDE	COPPER AZIDE	COPPER AZIDE
CURRICULUM	CURRICULA	CURRICULA
CUTMARK	CUT MARKS	CUT MARKS
CUTMARKS	CUT MARKS	CUT MARKS
CUTTING AGENT	CUTTING AGENTS	CUTTING AGENTS
CYANO-ACRILE GLUES	CYANOACRYLATE	CYANOACRYLATE
CYANOACRYLATE (CA)	CYANOACRYLATE	CYANOACRYLATE
CYANOACRYLATE GLUE	CYANOACRYLATE	CYANOACRYLATE
CYANOACRYLATE/ARDROX	CYANOACRYLATE	CYANOACRYLATE
CYANOACRYLATES	CYANOACRYLATE	CYANOACRYLATE
CYBER CRIMES	CYBER CRIME	CYBER CRIME
CYBER-CRIME	CYBER CRIME	CYBER CRIME
CYBER-CRIMES	CYBER CRIME	CYBER CRIME
CYBER-FORENSICS	CYBER FORENSICS	CYBER FORENSICS
CYBERCRIME	CYBER CRIME	CYBER CRIME
CYBERSECURITY	CYBER SECURITY	CYBER SECURITY
CYCLIC NITRAMINE	NITRAMINE	NITRAMINE
CYCLIC NITRAMINE EXPOSIVES	NITRAMINE	NITRAMINE
CYCLIC NITRAMINES	NITRAMINE	NITRAMINE
CYCLIC ORGANICE PEROXIDES	PEROXIDE	PEROXIDE
CYCLIC PEROXIDE	PEROXIDE	PEROXIDE
CYCLIC VOLTAMMETRY	CYCLIC VOLTAMMETRY (CV)	CYCLIC VOLTAMMETRY (CV)
CYCLODEXTIN	CYCLODEXTRINS	CYCLODEXTRINS
CYCLODEXTRIN	CYCLODEXTRINS	CYCLODEXTRINS
CYCLONITE	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)
CYCLOTETRAMETHYLENE TETRAMINE	CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)	CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)
CYCLOTETRAMETHYLENE TETRANITRAMINE	CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)	CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)
CYCLOTETRAMETHYLENE TETRANITRAMINE (HMX)	CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)	CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)
CYCLOTETRAMETHYLENE TETRANITRAMINE HMX	CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)	CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)
CYCLOTETRAMETHYLENETETRANITRAMINE	CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)	CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)
CYCLOTRIMETHYLENE TRINITRAMINE	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)
CYCLOTRIMETHYLENE TRINITRAMINE (RDX)	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)
CYCLOTRIMETHYLENE-TRINITRAMINE	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)
CYCLOTRIMETHYLENE-TRINITRMAINE	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)
CYCLOTRIMETHYLENENITRAMINE	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)
CYCLOTRIMETHYLENETRINITRAMINE	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)
CYCLOTRIMETHYLENETRINITRAMINE (RDX)	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)	CYCLOTRIMETHYLENE-TRINITRAMINE (RDX)
DAAF	DIAMINOAZOXYFURAZAN (DAAF)	DIAMINOAZOXYFURAZAN (DAAF)
DADNE	"1,1-DIAMINO-2,2-DINITROETHYLENE (FOX-7)"	"1,1-DIAMINO-2,2-DINITROETHYLENE (FOX-7)"
DADP	DIACETONE DIPEROXIDE (DADP)	DIACETONE DIPEROXIDE (DADP)
DANGEROUS BEHAVIOR	HIGH RISK BEHAVIOR	HIGH RISK BEHAVIOR
DANGEROUS DRIVING	HIGH RISK BEHAVIOR	HIGH RISK BEHAVIOR
DARKNET	DARK NET	DARK NET
DART MASS SPECTROMETRY	DART-MASS SPECTROMETRY	DART-MASS SPECTROMETRY
DATA BASE	DATABASE	DATABASE
DATA COLLECTIONS	DATA COLLECTION	DATA COLLECTION
DATABASES	DATABASE	DATABASE
DATABASES AS TOPIC	DATABASE	DATABASE
"DATABASES, BIBLIOGRAPHIC"	DATABASE	DATABASE
"DATABASES, FACTUAL"	DATABASE	DATABASE
"DATABASES, GENETIC"	DATABASE	DATABASE
"DATABASES, GENETIC"	GENETIC DATABASE	GENETIC DATABASE
"DATABASES, NUCLEIC ACID"	NUCLEIC ACID DATABASE	NUCLEIC ACID DATABASE
"DATABASES, PROTEIN"	DATABASE	DATABASE
DATE RAPE	DATE RAPE	DATE RAPE
DATE RAPE DRUG	DATE-RAPE DRUGS	DATE-RAPE DRUGS
DATE RAPE DRUGS	DATE-RAPE DRUGS	DATE-RAPE DRUGS
DBX-1	COPPER (I) 5-NITROTETRAZOLATE (DBX-1)	COPPER (I) 5-NITROTETRAZOLATE (DBX-1)
DDNP	DIAZODINITROPHENOL (DDNP)	DIAZODINITROPHENOL (DDNP)
DEATH AND DYING	DEATH	DEATH
DEBRIS	FIRE DEBRIS	FIRE DEBRIS
"DECISION MAKING, ORGANIZATIONAL"	DECISION MAKING	DECISION MAKING
DECISION-MAKING	DECISION MAKING	DECISION MAKING
DEFINED DAILY DOSE	DEFINED DAILY DOSE (DDD)	DEFINED DAILY DOSE (DDD)
DEGDN	DIETHYLENEGLYCOL DINITRATE (DEGDN)	DIETHYLENEGLYCOL DINITRATE (DEGDN)
DEGRADANTS	DEGRADANT	DEGRADANT
DEGRADATION PRODUCTS	DEGRADATION PRODUCT	DEGRADATION PRODUCT
DEGRADED DNA	DNA DEGRADATION	DNA DEGRADATION
DELETED -FILES	DELETED FILES	DELETED FILES
DELETED FILE	DELETED FILES	DELETED FILES
DELTA 9-TETRAHYDROCANNABINOL	delta-9-tetrahydrocannabinol (d-9-THC)	delta-9-tetrahydrocannabinol (d-9-THC)
DELTA 9-THC	delta-9-tetrahydrocannabinol (d-9-THC)	delta-9-tetrahydrocannabinol (d-9-THC)
DELTA-9-TETRAHYDROCANNABINOL	delta-9-tetrahydrocannabinol (d-9-THC)	delta-9-tetrahydrocannabinol (d-9-THC)
delta-9-tetrahydrocannabinol (d-9-THC)	DELTA-9-TETRAHYDROCANNABINOL (D-9-THC)	DELTA-9-TETRAHYDROCANNABINOL (D-9-THC)
DENATURING GEL GRADIENT ELECTROPHORESIS	DENATURING GRADIENT GEL ELECTROPHORESIS	DENATURING GRADIENT GEL ELECTROPHORESIS
DENATURING GRADIENT GEL ELECTROPHORESES (DGGE)	DENATURING GRADIENT GEL ELECTROPHORESIS	DENATURING GRADIENT GEL ELECTROPHORESIS
DENATURING GRADIENT GEL ELECTROPHORESIS (DGGE)	DENATURING GRADIENT GEL ELECTROPHORESIS	DENATURING GRADIENT GEL ELECTROPHORESIS
DENSITY FUNCTION THEORY	DENSITY FUNCTIONAL THEORY (DFT)	DENSITY FUNCTIONAL THEORY (DFT)
DENSITY FUNCTIONAL CALCULATIONS	DENSITY FUNCTIONAL THEORY (DFT)	DENSITY FUNCTIONAL THEORY (DFT)
DENSITY FUNCTIONAL THEORIES (DFT)	DENSITY FUNCTIONAL THEORY (DFT)	DENSITY FUNCTIONAL THEORY (DFT)
DENSITY FUNCTIONAL THEORY	DENSITY FUNCTIONAL THEORY (DFT)	DENSITY FUNCTIONAL THEORY (DFT)
DENSITY FUNCTIONAL THEORY CALCULATIONS	DENSITY FUNCTIONAL THEORY (DFT)	DENSITY FUNCTIONAL THEORY (DFT)
DENSITY FUNCTIONAL THEORY STUDIES	DENSITY FUNCTIONAL THEORY (DFT)	DENSITY FUNCTIONAL THEORY (DFT)
DEOXYRIBONUCLEIC ACID	DNA	DNA
DEOXYRIBONUCLEIC ACID (DNA)	DNA	DNA
DEOXYRIBONUCLEIC ACID (DNA) TYPING	DNA TYPING	DNA TYPING
DEOXYRIBONUCLEIC ACID EXTRACTION	DNA EXTRACTION	DNA EXTRACTION
DEPENDENCE	ADDICTION	ADDICTION
DERIVATISATION	DERIVATIZATION	DERIVATIZATION
DERIVATIVES	DERIVATIVE	DERIVATIVE
DERMATOGLYPHIC	DERMATOGLYPHICS	DERMATOGLYPHICS
DESENSITIZED ENERGETIC MATERIALS	DESENSITIZED ENERGETIC MATERIAL	DESENSITIZED ENERGETIC MATERIAL
DESIGNATED SUBSTANCES	DESIGNATED SUBSTANCE	DESIGNATED SUBSTANCE
DESIGNED DRUGS	DESIGNER DRUGS	DESIGNER DRUGS
DESIGNER BENZODIAZEPINE	DESIGNER DRUGS	DESIGNER DRUGS
DESIGNER DRUG	DESIGNER DRUGS	DESIGNER DRUGS
DESIGNER DRUGS/CHEMISTRY	DESIGNER DRUGS	DESIGNER DRUGS
DESIGNER STEROIDS	DESIGNER DRUGS	DESIGNER DRUGS
DESIGNER-DRUGS	DESIGNER DRUGS	DESIGNER DRUGS
DESIGNERDRUGS	DESIGNER DRUGS	DESIGNER DRUGS
DESINGER DRUGS	DESIGNER DRUGS	DESIGNER DRUGS
DESORPTION ELECTROSPRAY IONIZATION	DESORPTION ELECTROSPRAY IONIZATION (DESI)	DESORPTION ELECTROSPRAY IONIZATION (DESI)
DESORPTION ELECTROSPRAY IONIZATION - MASS SPECTROMETRY	DESORPTION ELECTROSPRAY IONISATION MASS SPECTROMETRY (DESI-MS)	DESORPTION ELECTROSPRAY IONISATION MASS SPECTROMETRY (DESI-MS)
DETE	DETECTION	DETECTION
DETECTION AND IDENTIFICATIONS	DETECTION	DETECTION
DETECTION AND QUANTIFICATIONS	SUBSTANCE ABUSE DETECTION	SUBSTANCE ABUSE DETECTION
DETECTION LIMIT	DETECTION LIMITS	DETECTION LIMITS
DETECTION METHODS	DETECTION METHOD	DETECTION METHOD
DETECTION METHODS	SUBSTANCE ABUSE DETECTION	SUBSTANCE ABUSE DETECTION
DETECTION OF DRUGS IN BLOOD AND URINE	SUBSTANCE ABUSE DETECTION	SUBSTANCE ABUSE DETECTION
DETECTION OF EXPLOSIVE MATERIALS	EXPLOSIVE DETECTION	EXPLOSIVE DETECTION
DETECTION OF EXPLOSIVE TRACES	EXPLOSIVE DETECTION	EXPLOSIVE DETECTION
DETECTION OF EXPLOSIVES	EXPLOSIVE DETECTION	EXPLOSIVE DETECTION
DETECTION OF EXPLOSIVES & ILLICIT SUBSTANCES	EXPLOSIVE DETECTION	EXPLOSIVE DETECTION
DETECTION OF METABOLITES	SUBSTANCE ABUSE DETECTION	SUBSTANCE ABUSE DETECTION
DETECTION OF TRACES OF EXPLOSIVES	TRACE EXPLOSIVE DETECTION	TRACE EXPLOSIVE DETECTION
DETECTORS	DETECTOR	DETECTOR
DETONATIONS	DETONATION	DETONATION
DEUTERIUM LABELED	DEUTERIUM LABELLED	DEUTERIUM LABELLED
DEUTERIUM LABELING	DEUTERIUM LABELLING	DEUTERIUM LABELLING
DEVICE	DEVICES	DEVICES
DFO	"1,8-DIAZAFLUOREN-9-ONE (DFO)"	"1,8-DIAZAFLUOREN-9-ONE (DFO)"
DFT	DENSITY FUNCTIONAL THEORY (DFT)	DENSITY FUNCTIONAL THEORY (DFT)
DIACETONE DIPEROXIDE	DIACETONE DIPEROXIDE (DADP)	DIACETONE DIPEROXIDE (DADP)
DIAGNOSES	DIAGNOSIS	DIAGNOSIS
DIAGNOSIS TECHNIQUES	DIAGNOSIS	DIAGNOSIS
"DIAGNOSIS, COMPUTER-ASSISTED"	DIAGNOSIS	DIAGNOSIS
"DIAGNOSIS, DIFFERENTIAL"	DIAGNOSIS	DIAGNOSIS
"DIAGNOSIS, DUAL (PSYCHIATRY)"	DIAGNOSIS	DIAGNOSIS
"DIAGNOSIS, MEASUREMENT AND ANALYSIS"	DIAGNOSIS	DIAGNOSIS
"DIAGNOSIS, ORAL"	DIAGNOSIS	DIAGNOSIS
DIAGNOSTICS	DIAGNOSTIC	DIAGNOSTIC
DIASTEREOISOMERIC SALTS	DIASTEREOISOMERIC SALT	DIASTEREOISOMERIC SALT
"DIAZEPAM, IM BLUT BEI ALKOHOLISIERTEN VERKEHRSTEILNEHMERN"	DIAZEPAM	DIAZEPAM
DIAZODINITROPHENOL	DIAZODINITROPHENOL (DDNP)	DIAZODINITROPHENOL (DDNP)
DIAZODINITROPHENOL DDNP	DIAZODINITROPHENOL (DDNP)	DIAZODINITROPHENOL (DDNP)
DIELECTRIC BARRIER DISCHARGE	DIELECTRIC-BARRIER DISCHARGE	DIELECTRIC-BARRIER DISCHARGE
DIESEL FUELS	DIESEL FUEL	DIESEL FUEL
DIETARY SUPPLEMENT	DIETARY SUPPLEMENTS	DIETARY SUPPLEMENTS
DIETHYLENEGLYCOL DINITRATE	DIETHYLENEGLYCOL DINITRATE (DEGDN)	DIETHYLENEGLYCOL DINITRATE (DEGDN)
DIETHYLENEGLYCOL DINITRATE DEGDN	DIETHYLENEGLYCOL DINITRATE (DEGDN)	DIETHYLENEGLYCOL DINITRATE (DEGDN)
DIFFERENTIAL SCANNING CALORIMETER	DIFFERENTIAL SCANNING CALORIMETRY (DSC)	DIFFERENTIAL SCANNING CALORIMETRY (DSC)
DIFFERENTIAL SCANNING CALORIMETERS	DIFFERENTIAL SCANNING CALORIMETRY (DSC)	DIFFERENTIAL SCANNING CALORIMETRY (DSC)
DIFFERENTIAL SCANNING CALORIMETRY	DIFFERENTIAL SCANNING CALORIMETRY (DSC)	DIFFERENTIAL SCANNING CALORIMETRY (DSC)
DIFFERENTIAL SCANNING CALORIMETRY METHODS	DIFFERENTIAL SCANNING CALORIMETRY (DSC)	DIFFERENTIAL SCANNING CALORIMETRY (DSC)
DIGITAL EVIDENCES	DIGITAL EVIDENCE	DIGITAL EVIDENCE
DIGITAL FORENICS	DIGITAL FORENSIC	DIGITAL FORENSIC
DIGITAL FORENSIC (DF)	DIGITAL FORENSIC	DIGITAL FORENSIC
DIGITAL FORENSIC INVESTIGATION (DFI)	DIGITAL FORENSIC INVESTIGATION	DIGITAL FORENSIC INVESTIGATION
DIGITAL FORENSIC INVESTIGATIONS	DIGITAL FORENSIC INVESTIGATION	DIGITAL FORENSIC INVESTIGATION
DIGITAL FORENSIC READINESS (DFR)	DIGITAL FORENSIC READINESS	DIGITAL FORENSIC READINESS
DIGITAL FORENSICS	DIGITAL FORENSIC	DIGITAL FORENSIC
DIGITAL FORENSICS (DF)	DIGITAL FORENSIC	DIGITAL FORENSIC
DIGITAL IMAGERY	DIGITAL IMAGE	DIGITAL IMAGE
DIGITAL IMAGES	DIGITAL IMAGE	DIGITAL IMAGE
DIGITAL IMAGING	DIGITAL IMAGE	DIGITAL IMAGE
DIGITAL INVESTIGATIONS	DIGITAL INVESTIGATION	DIGITAL INVESTIGATION
DIGITAL TRACES	DIGITAL TRACE	DIGITAL TRACE
DIGITIZED FORENSIC APPLICATIONS	DIGITAL FORENSIC	DIGITAL FORENSIC
DIGITIZED FORENSICS	DIGITAL FORENSIC	DIGITAL FORENSIC
DIGITIZED FORENSICSLATENT	DIGITAL FORENSIC	DIGITAL FORENSIC
DILUENT	DILUENTS	DILUENTS
DIMETHOXYAMPHETAMINE	DIMETHOXYAMPHETAMINES (DMA)	DIMETHOXYAMPHETAMINES (DMA)
DIMETHYLDIPHENYLUREA	CENTRALITE II	CENTRALITE II
DIMETHYLTRYPTAMINE	DIMETHYLTRYPTAMINE (DMT)	DIMETHYLTRYPTAMINE (DMT)
DINA	DIOXYETHYLNITRAMINE DINITRATE (DINA)	DIOXYETHYLNITRAMINE DINITRATE (DINA)
DINGU	DINITROGLYCOLURILE (DINGU)	DINITROGLYCOLURILE (DINGU)
DINITROANISOLE	"2,4-DINITROANISOLE (DNAN)"	"2,4-DINITROANISOLE (DNAN)"
DINITROANISOLE (DNAN)	"2,4-DINITROANISOLE (DNAN)"	"2,4-DINITROANISOLE (DNAN)"
DINITROBENZENE	DINITROBENZENE (DNB)	DINITROBENZENE (DNB)
DINITROBENZENE DNB	DINITROBENZENE (DNB)	DINITROBENZENE (DNB)
DINITROBENZOFUROXAN	"4,6-DINITROBENZOFUROXAN (DNBF)"	"4,6-DINITROBENZOFUROXAN (DNBF)"
DINITROGLYCOLURILE	DINITROGLYCOLURILE (DINGU)	DINITROGLYCOLURILE (DINGU)
DINITROPHENYLHYDRAZINE	DINITROPHENYLHYDRAZINE (DPNH)	DINITROPHENYLHYDRAZINE (DPNH)
DINITROTOLUENE	DINITROTOLUENE (DNT)	DINITROTOLUENE (DNT)
DINITROTOLUENE DNT	DINITROTOLUENE (DNT)	DINITROTOLUENE (DNT)
DINITROTOLUENES	DINITROTOLUENE (DNT)	DINITROTOLUENE (DNT)
DIODE ARRAY DETECTION	DIODE-ARRAY DETECTION	DIODE-ARRAY DETECTION
DIOXYETHYLNITRAMINE DINITRATE	DIOXYETHYLNITRAMINE DINITRATE (DINA)	DIOXYETHYLNITRAMINE DINITRATE (DINA)
Diphenylurea 	AKARDITE I	AKARDITE I
DIPOLE MOMENTS	DIPOLE MOMENT	DIPOLE MOMENT
DIRECT ANALYSIS IN REAL TIME	DIRECT ANALYSIS IN REAL TIME MASS SPECTROMETRY (DART-MS)	DIRECT ANALYSIS IN REAL TIME MASS SPECTROMETRY (DART-MS)
"DIRECT ANALYSIS IN REAL TIME ( DART), MASS SPECTROMETRY"	DIRECT ANALYSIS IN REAL TIME MASS SPECTROMETRY (DART-MS)	DIRECT ANALYSIS IN REAL TIME MASS SPECTROMETRY (DART-MS)
DIRECT ANALYSIS IN REAL TIME (DART)	DIRECT ANALYSIS IN REAL TIME MASS SPECTROMETRY (DART-MS)	DIRECT ANALYSIS IN REAL TIME MASS SPECTROMETRY (DART-MS)
DISASTERS	DISASTER	DISASTER
DISCRIMINANT ANALYSES	DISCRIMINANT ANALYSIS	DISCRIMINANT ANALYSIS
DISCRIMINANT ANALYSIS (DA)	DISCRIMINANT ANALYSIS	DISCRIMINANT ANALYSIS
DISCRIMINANT ANALYSIS MODEL	DISCRIMINANT ANALYSIS	DISCRIMINANT ANALYSIS
DISCRIMINANT MODELS	DISCRIMINANT ANALYSIS	DISCRIMINANT ANALYSIS
DISINFECTION BYPRODUCTS	DISINFECTION BY-PRODUCTS	DISINFECTION BY-PRODUCTS
DISPERSIVE LIQUID-LIQUID MICROEXTRACTION	DISPERSIVE LIQUID-LIQUID MICROEXTRACTION (DLLME)	DISPERSIVE LIQUID-LIQUID MICROEXTRACTION (DLLME)
DMAZ	2-DIMETHYLAMINOETHYLAZIDE (DMAZ)	2-DIMETHYLAMINOETHYLAZIDE (DMAZ)
DNA EXTRACTS	DNA EXTRACTION	DNA EXTRACTION
DNA FINGER PRINTING	DNA FINGERPRINTING	DNA FINGERPRINTING
DNA FINGER PRINTS	DNA FINGERPRINTING	DNA FINGERPRINTING
DNA FINGERPRINT	DNA FINGERPRINTING	DNA FINGERPRINTING
DNA FINGERPRINTS	DNA FINGERPRINTING	DNA FINGERPRINTING
DNA POLYMORPHISM	GENETIC POLYMORPHISM	GENETIC POLYMORPHISM
DNA SEQUENCE CONTEXT	DNA SEQUENCE	DNA SEQUENCE
