Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Lefferts M.J., Humphreys L.H., Mai N., Murugappan K., Armitage B.I., Pons J.-F., Castell M.R.",56926634700;57195976463;57192154121;52664126400;57219238763;7202123206;7005430318;,ANFO vapour detection with conducting polymer percolation network sensors and GC/MS,2021,Analyst,146,7,,2186,2193,,11,10.1039/d0an02403a,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103793742&doi=10.1039%2fd0an02403a&partnerID=40&md5=ef5dd7230b26085c98f6365e2a6af36c,"Department of Materials, University of Oxford, Parks Road, Oxford, OX1 3PH, United Kingdom; Centre for Defence Chemistry, Cranfield University, Defence Academy of the United Kingdom, Shrivenham, SN6 8LA, United Kingdom; Nanotechnology Research Laboratory, Research School of Engineering, Australian National University, Canberra, ACT  2601, Australia","Lefferts, M.J., Department of Materials, University of Oxford, Parks Road, Oxford, OX1 3PH, United Kingdom; Humphreys, L.H., Centre for Defence Chemistry, Cranfield University, Defence Academy of the United Kingdom, Shrivenham, SN6 8LA, United Kingdom; Mai, N., Centre for Defence Chemistry, Cranfield University, Defence Academy of the United Kingdom, Shrivenham, SN6 8LA, United Kingdom; Murugappan, K., Department of Materials, University of Oxford, Parks Road, Oxford, OX1 3PH, United Kingdom, Nanotechnology Research Laboratory, Research School of Engineering, Australian National University, Canberra, ACT  2601, Australia; Armitage, B.I., Department of Materials, University of Oxford, Parks Road, Oxford, OX1 3PH, United Kingdom; Pons, J.-F., Centre for Defence Chemistry, Cranfield University, Defence Academy of the United Kingdom, Shrivenham, SN6 8LA, United Kingdom; Castell, M.R., Department of Materials, University of Oxford, Parks Road, Oxford, OX1 3PH, United Kingdom",,Ammonia; Conducting polymers; Explosives; Fertilizers; Gas chromatography; Mass spectrometry; Nitrates; Percolation (fluids); Polypyrroles; Solvents; Explosive materials; Gas chromatography-mass spectroscopies; Humanitarian demining; Improvised explosive devices; Low limits of detections; Percolation networks; Polypyrrole (PPy); Vapour concentrations; Explosives detection,"Lefferts, M.J.; Department of Materials, Parks Road, United Kingdom; email: merel.lefferts@materials.ox.ac.uk",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85103793742,,INTERPOL 2023,Explosives,Explosives
"Zhang Z., Fu X., Yu H., Tao W., Mao C., Chen J., Wu M., Chen P.",56387144200;22234441100;23487552700;57218883576;9335463400;55323156900;55729402400;55549061400;,Enhanced the thermal conductivity of hydroxyl-terminated polybutadiene (HTPB) composites by graphene-silver hybrid,2021,Composites Communications,24,,100661,,,,11,10.1016/j.coco.2021.100661,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100551714&doi=10.1016%2fj.coco.2021.100661&partnerID=40&md5=1bedb49a3f1081418fd9bef5c3f9658e,"Xi'an Modern Chemistry Research Institute, Xi'an, China; Anhui Province Key Laboratory of Environment-Friendly Polymer Materials, School of Chemistry & Chemical Engineering, Anhui University, Hefei, 230601, China","Zhang, Z., Xi'an Modern Chemistry Research Institute, Xi'an, China; Fu, X., Xi'an Modern Chemistry Research Institute, Xi'an, China; Yu, H., Xi'an Modern Chemistry Research Institute, Xi'an, China; Tao, W., Anhui Province Key Laboratory of Environment-Friendly Polymer Materials, School of Chemistry & Chemical Engineering, Anhui University, Hefei, 230601, China; Mao, C., Anhui Province Key Laboratory of Environment-Friendly Polymer Materials, School of Chemistry & Chemical Engineering, Anhui University, Hefei, 230601, China; Chen, J., Anhui Province Key Laboratory of Environment-Friendly Polymer Materials, School of Chemistry & Chemical Engineering, Anhui University, Hefei, 230601, China; Wu, M., Anhui Province Key Laboratory of Environment-Friendly Polymer Materials, School of Chemistry & Chemical Engineering, Anhui University, Hefei, 230601, China; Chen, P., Anhui Province Key Laboratory of Environment-Friendly Polymer Materials, School of Chemistry & Chemical Engineering, Anhui University, Hefei, 230601, China",GNs-Ag hybrids; Heat conductivity; Hydroxyl-terminated polybutadiene (HTPB); Mechanical properties,,"Yu, H.; Xi'an Modern Chemistry Research InstituteChina; email: Fuxiaolong204@163.com
Chen, P.; Anhui Province Key Laboratory of Environment-Friendly Polymer Materials, China; email: Chenpp@ahu.edu.cn",Article,Final,,Scopus,2-s2.0-85100551714,,INTERPOL 2023,Explosives,Explosives
"Cheng Y., Chen X., Yang N., Zhang Y., Ma H., Guo Z.",57222347681;57191266795;57222347161;55262620700;7403096304;45761198400;,Sandwich-like low-sensitive nitroamine explosives stabilized by hydrogen bonds and π-π stacking interactions,2021,CrystEngComm,23,9,,1953,1960,,11,10.1039/d0ce01882a,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102399898&doi=10.1039%2fd0ce01882a&partnerID=40&md5=9c8fa8923dea45b1aad3e84e072d76b9,"School of Chemical Engineering/Xi'an Key Laboratory of Special Energy Materials, Northwest University, Xi'an, Shaanxi  710069, China","Cheng, Y., School of Chemical Engineering/Xi'an Key Laboratory of Special Energy Materials, Northwest University, Xi'an, Shaanxi  710069, China; Chen, X., School of Chemical Engineering/Xi'an Key Laboratory of Special Energy Materials, Northwest University, Xi'an, Shaanxi  710069, China; Yang, N., School of Chemical Engineering/Xi'an Key Laboratory of Special Energy Materials, Northwest University, Xi'an, Shaanxi  710069, China; Zhang, Y., School of Chemical Engineering/Xi'an Key Laboratory of Special Energy Materials, Northwest University, Xi'an, Shaanxi  710069, China; Ma, H., School of Chemical Engineering/Xi'an Key Laboratory of Special Energy Materials, Northwest University, Xi'an, Shaanxi  710069, China; Guo, Z., School of Chemical Engineering/Xi'an Key Laboratory of Special Energy Materials, Northwest University, Xi'an, Shaanxi  710069, China",,Heat resistance; Hydrogen bonds; Salts; Single crystals; Synthesis (chemical); Wages; Detonation performance; Enthalpies of formation; High energy materials; Intermolecular interactions; Production efficiency; Sandwich-like structure; Single crystal x-ray diffraction; Theoretical calculations; Explosives,"Guo, Z.; School of Chemical Engineering/Xi'an Key Laboratory of Special Energy Materials, China; email: guozhaoqi@outlook.com",Article,Final,,Scopus,2-s2.0-85102399898,,INTERPOL 2023,Explosives,Explosives
"Kalsi A., Celin S.M., Bhanot P., Sahai S., Sharma J.G.",57191204394;6602253199;57215586647;57192153647;7402610872;,"A novel egg shell-based bio formulation for remediation of RDX (hexahydro-1,3,5-trinitro-1,3,5-triazine) contaminated soil",2021,Journal of Hazardous Materials,401,,123346,,,,11,10.1016/j.jhazmat.2020.123346,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087740314&doi=10.1016%2fj.jhazmat.2020.123346&partnerID=40&md5=32d5587c613a67b5cb9eb9453dabddd1,"Centre for Fire Explosives and Environment Safety (CFEES), DRDO, Delhi, India; Delhi Technological University, Delhi, India","Kalsi, A., Centre for Fire Explosives and Environment Safety (CFEES), DRDO, Delhi, India, Delhi Technological University, Delhi, India; Celin, S.M., Centre for Fire Explosives and Environment Safety (CFEES), DRDO, Delhi, India; Bhanot, P., Centre for Fire Explosives and Environment Safety (CFEES), DRDO, Delhi, India; Sahai, S., Centre for Fire Explosives and Environment Safety (CFEES), DRDO, Delhi, India; Sharma, J.G., Delhi Technological University, Delhi, India",Bioaugmentation; Bioformulation; Eggshell powder; Explosives; Soil bioremediation,"Additives; Bacteria; Bioremediation; Contamination; Enzyme activity; Explosives; Health risks; Mass spectrometry; Soil pollution; Contaminated soils; Environmental contamination; Hexahydro-1 ,3 ,5-trinitro-1 ,3 ,5-triazine; In-situ remediation; RDX (hexahydro-1 ,3 ,5-trinitro-1 ,3 ,5-triazine); Saturated conditions; Secondary explosive; Wettable powders; Soils; cyclonite; nitrite; nitrite reductase; nitroso derivative; cyclonite; explosive; triazine derivative; bacterium; bioremediation; eggshell; environmental fate; enzyme activity; mineralization; pollutant removal; soil pollution; wettability; agricultural waste; Article; bacterial cell; bacterial growth; bacterium; bioremediation; cell count; controlled study; degradation; egg shell; enzyme activity; hydrogen bond; immobilization; Janibacter cremeus; mass spectrometry; microbial growth; mineralization; moisture; nonhuman; poultry; Rhodococcus; soil pollution; waste management; Actinobacteria; animal; bioremediation; chemistry; ecosystem; egg shell; human; soil; soil pollutant; Janibacter; Actinobacteria; Animals; Biodegradation, Environmental; Ecosystem; Egg Shell; Explosive Agents; Humans; Soil; Soil Pollutants; Triazines","Celin, S.M.; Centre for Fire Explosives and Environment Safety (CFEES), India; email: marycelin@cfees.drdo.in",Article,Final,,Scopus,2-s2.0-85087740314,,INTERPOL 2023,Explosives,Explosives
"Huang Q., Liu X., Xiao Y., Luo L., Luo G., Jin B., Peng R., Chu S.",57207355805;55163577100;57192545049;57194596947;23397001300;56597403600;7102381552;24511853800;,Isothermal thermal decomposition of the HMX-based PBX explosive JOL-1,2021,Journal of Energetic Materials,39,1,,1,9,,11,10.1080/07370652.2020.1737988,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081331606&doi=10.1080%2f07370652.2020.1737988&partnerID=40&md5=e062f5463d56d53e1fd08a4bc55e7649,"State Key Laboratory of Environment-friendly Energy Materials, Southwest University of Science and Technology, Mianyang, Sichuan, China; Institution of Chemical Materials, China Academy of Engineering Physics, Mianyang, Sichuan, China","Huang, Q., State Key Laboratory of Environment-friendly Energy Materials, Southwest University of Science and Technology, Mianyang, Sichuan, China; Liu, X., Institution of Chemical Materials, China Academy of Engineering Physics, Mianyang, Sichuan, China; Xiao, Y., State Key Laboratory of Environment-friendly Energy Materials, Southwest University of Science and Technology, Mianyang, Sichuan, China; Luo, L., State Key Laboratory of Environment-friendly Energy Materials, Southwest University of Science and Technology, Mianyang, Sichuan, China; Luo, G., Institution of Chemical Materials, China Academy of Engineering Physics, Mianyang, Sichuan, China; Jin, B., State Key Laboratory of Environment-friendly Energy Materials, Southwest University of Science and Technology, Mianyang, Sichuan, China; Peng, R., State Key Laboratory of Environment-friendly Energy Materials, Southwest University of Science and Technology, Mianyang, Sichuan, China; Chu, S., State Key Laboratory of Environment-friendly Energy Materials, Southwest University of Science and Technology, Mianyang, Sichuan, China",HMX; Isothermal decomposition; PBX explosive; storage life,,"Jin, B.; State Key Laboratory of Environment-friendly Energy Materials, China; email: jinbo0428@163.com
Peng, R.; State Key Laboratory of Environment-friendly Energy Materials, China; email: rfpeng2006@163.com",Article,Final,,Scopus,2-s2.0-85081331606,,INTERPOL 2023,Explosives,Explosives
"Singh A., Singla P., Sahoo S.C., Soni P.K.",55487559800;57217192779;22958946300;7004272989;,Compatibility and thermal decomposition behavior of an epoxy resin with some energetic compounds,2020,Journal of Energetic Materials,38,4,,432,444,,11,10.1080/07370652.2020.1727997,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079765413&doi=10.1080%2f07370652.2020.1727997&partnerID=40&md5=36e591642c0ad100f15b7aed0ec4e503,"Terminal Ballistics Research Laboratory, Explosive Group, Chandigarh, India; Department of Chemistry, Panjab University, Chandigarh, India","Singh, A., Terminal Ballistics Research Laboratory, Explosive Group, Chandigarh, India; Singla, P., Terminal Ballistics Research Laboratory, Explosive Group, Chandigarh, India, Department of Chemistry, Panjab University, Chandigarh, India; Sahoo, S.C., Department of Chemistry, Panjab University, Chandigarh, India; Soni, P.K., Terminal Ballistics Research Laboratory, Explosive Group, Chandigarh, India",compatibility; epoxy resin; Explosives; thermal kinetics,,"Singh, A.; Terminal Ballistics Research LaboratoryIndia; email: arjunsngh@yahoo.com",Article,Final,,Scopus,2-s2.0-85079765413,,INTERPOL 2023,Explosives,Explosives
"Hay C.E., Lee J., Silvester D.S.",57203850638;52663829800;14623139100;,A methodology to detect explosive residues using a gelled ionic liquid based field-deployable electrochemical device,2020,Journal of Electroanalytical Chemistry,872,,114046,,,,11,10.1016/j.jelechem.2020.114046,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082201410&doi=10.1016%2fj.jelechem.2020.114046&partnerID=40&md5=b77eab58d6011562c3fae59201097351,"Curtin Institute for Functional Molecules and Interfaces, School of Molecular and Life Sciences, Curtin University, GPO Box U1987, Perth, WA  6845, Australia","Hay, C.E., Curtin Institute for Functional Molecules and Interfaces, School of Molecular and Life Sciences, Curtin University, GPO Box U1987, Perth, WA  6845, Australia; Lee, J., Curtin Institute for Functional Molecules and Interfaces, School of Molecular and Life Sciences, Curtin University, GPO Box U1987, Perth, WA  6845, Australia; Silvester, D.S., Curtin Institute for Functional Molecules and Interfaces, School of Molecular and Life Sciences, Curtin University, GPO Box U1987, Perth, WA  6845, Australia","2,4,6-trinitrotoluene; Detection; Electrochemistry; Explosives; Planar device; Sensing; Square wave voltammetry; TNT","Costs; Electrochemical devices; Electrochemical electrodes; Electrochemistry; Error detection; Esters; Explosives; Ionic liquids; Polyelectrolytes; Voltage regulators; Voltammetry; 2 ,4 ,6-trinitrotoluene; Glass micro-fiber filters; Planar devices; Poly(methyl methacrylate) (PMMA); Room temperature ionic liquids; Sensing; Square wave voltammetry; Trihexyltetradecylphosphonium; Explosives detection","Lee, J.; Curtin Institute for Functional Molecules and Interfaces, GPO Box U1987, Australia; email: junqiaolee81@gmail.com",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85082201410,,INTERPOL 2023,Explosives,Explosives
"Bishnoi S., Patel T., Thomas R.G., Jilju R., Sarkar P.S., Nayak B.K.",55669765900;56386783900;8513571900;57217006505;8377336500;7102281047;,Study of tagged neutron method with laboratory D-T neutron generator for explosive detection,2020,European Physical Journal Plus,135,6,428,,,,11,10.1140/epjp/s13360-020-00402-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085709935&doi=10.1140%2fepjp%2fs13360-020-00402-y&partnerID=40&md5=247e5ce0777274632ae63706d02bd241,"Technical Physics Division, Bhabha Atomic Research Center, Mumbai, 400085, India; Nuclear Physics Division, Bhabha Atomic Research Center, Mumbai, 400085, India","Bishnoi, S., Technical Physics Division, Bhabha Atomic Research Center, Mumbai, 400085, India; Patel, T., Technical Physics Division, Bhabha Atomic Research Center, Mumbai, 400085, India; Thomas, R.G., Nuclear Physics Division, Bhabha Atomic Research Center, Mumbai, 400085, India; Jilju, R., Technical Physics Division, Bhabha Atomic Research Center, Mumbai, 400085, India; Sarkar, P.S., Technical Physics Division, Bhabha Atomic Research Center, Mumbai, 400085, India; Nayak, B.K., Nuclear Physics Division, Bhabha Atomic Research Center, Mumbai, 400085, India",,,"Bishnoi, S.; Technical Physics Division, India; email: saroj@barc.gov.in",Article,Final,,Scopus,2-s2.0-85085709935,,INTERPOL 2023,Explosives,Explosives
"Bai Z., Duan Z., Wen L., Zhang Z., Ou Z., Huang F.",57192303325;22940147800;37055038800;56374562800;35766795500;7401516511;,Embedded Manganin Gauge Measurements and Modeling of Shock Initiation in HMX-Based PBX Explosives with Different Particle Sizes and Porosities,2020,"Propellants, Explosives, Pyrotechnics",45,6,,908,920,,11,10.1002/prep.201900376,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081887622&doi=10.1002%2fprep.201900376&partnerID=40&md5=2c5614aee7b36284ee5b9905f514cace,"The State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, 100081, China; Nuclear and Radiation Safety Center, Ministry of Environmental Protection, Beijing, 100082, China; Institute of Technical Physics, College of Science, National, University of Defense Technology, Changsha, 410073, China","Bai, Z., The State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, 100081, China; Duan, Z., The State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, 100081, China; Wen, L., Nuclear and Radiation Safety Center, Ministry of Environmental Protection, Beijing, 100082, China; Zhang, Z., Institute of Technical Physics, College of Science, National, University of Defense Technology, Changsha, 410073, China; Ou, Z., The State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, 100081, China; Huang, F., The State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, 100081, China",Lagrangian experimental system; Modified mesoscopic reaction rate model; Particle size; PBX explosive; Porosity; Shock initiation,Detonation; Particle size; Porosity; Reaction rates; Superconducting materials; Degree of confidence; Different particle sizes; Experimental system; Hot-spot ignition; PBX explosive; Reaction mechanism; Reaction rate model; Shock initiation; Initiators (explosives),"Duan, Z.; The State Key Laboratory of Explosion Science and Technology, China; email: duanzp@bit.edu.cn",Article,Final,,Scopus,2-s2.0-85081887622,,INTERPOL 2023,Explosives,Explosives
"Yang Y., Duan Z.-P., Zhang L.-S., Zhang Z.-Y., Ou Z.-C., Huang F.-L.",57213786451;22940147800;56061733500;56374562800;35766795500;7401516511;,Measurements of reaction zone and determination of the equation of state parameters of DNAN-based melt-cast aluminized explosive,2020,Journal of Energetic Materials,38,2,,240,251,,11,10.1080/07370652.2019.1679280,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074353642&doi=10.1080%2f07370652.2019.1679280&partnerID=40&md5=5f485a7e45693072162eb1b2d41a139f,"State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, China; Institute of Technical Physics, College of Science, National University of Defense Technology, Changsha, China","Yang, Y., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, China; Duan, Z.-P., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, China; Zhang, L.-S., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, China; Zhang, Z.-Y., Institute of Technical Physics, College of Science, National University of Defense Technology, Changsha, China; Ou, Z.-C., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, China; Huang, F.-L., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, China",Laser velocity interferometry technique; parameters of JWL equation of state; RBOL-2 explosive; reaction zone,,"Duan, Z.-P.; State Key Laboratory of Explosion Science and Technology, China; email: duanzp@bit.edu.cn",Review,Final,,Scopus,2-s2.0-85074353642,,INTERPOL 2023,Explosives,Explosives
"Fang X., Stone M., Stennett C.",10440310400;57214223059;23973443000;,Pulsed laser irradiation of a nanoparticles sensitised RDX crystal,2020,Combustion and Flame,214,,,387,393,,11,10.1016/j.combustflame.2020.01.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078477357&doi=10.1016%2fj.combustflame.2020.01.009&partnerID=40&md5=368dae427a4b4b9d6c70b4f5b8a0b58b,"Centre for Defence Chemistry, Cranfield University, Defence Academy of the UK, Shrivenham, SN6 8LA, United Kingdom","Fang, X., Centre for Defence Chemistry, Cranfield University, Defence Academy of the UK, Shrivenham, SN6 8LA, United Kingdom; Stone, M., Centre for Defence Chemistry, Cranfield University, Defence Academy of the UK, Shrivenham, SN6 8LA, United Kingdom; Stennett, C., Centre for Defence Chemistry, Cranfield University, Defence Academy of the UK, Shrivenham, SN6 8LA, United Kingdom",Explosive; Gold nanoparticles; Laser ignition; Pulsed laser,Doping (additives); Explosives; Fiber optic sensors; Gold nanoparticles; High speed cameras; Initiators (explosives); Irradiation; Laser safety; Metal nanoparticles; Surface plasmon resonance; Classification methods; Cyclotrimethylenetrinitramine (RDX); Direct initiations; Direct irradiation; Gold nanoparticles (GNPs); Laser ignition; Orders of magnitude; Secondary explosive; Pulsed lasers; carbon; carboxylic acid; cyclonite; gold nanoparticle; absorption; Article; combustion; crystal; electromagnetism; evaporation; microscopy; priority journal; surface plasmon resonance,"Fang, X.; Centre for Defence Chemistry, United Kingdom; email: x.fang@cranfield.ac.uk",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85078477357,,INTERPOL 2023,Explosives,Explosives
"Anttalainen O., Puton J., Kontunen A., Karjalainen M., Kumpulainen P., Oksala N., Safaei Z., Roine A.",24376400900;6507698077;57038947200;57211354910;57201651284;57195386077;23104324600;57192296240;,Possible strategy to use differential mobility spectrometry in real time applications,2020,International Journal for Ion Mobility Spectrometry,23,1,,1,8,,11,10.1007/s12127-019-00251-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067989586&doi=10.1007%2fs12127-019-00251-1&partnerID=40&md5=99828de8f62da454d94dc533995ebafd,"Centre for Vascular Surgery and Interventional Radiology, Tampere University Hospital, Tampere, Finland; Institute of Chemistry, Military University of Technology, Warsaw, 00-908, Poland; Faculty of Medicine and Health Technology, Tampere University, Tampere, Finland; Department of Surgery, Faculty of Medicine and Health Technology, Tampere University, Tampere, Finland; Department of Green Chemistry, School of Technology, LappeenrantaLahti University of Technology LUT, Mikkeli, Finland","Anttalainen, O., Centre for Vascular Surgery and Interventional Radiology, Tampere University Hospital, Tampere, Finland; Puton, J., Institute of Chemistry, Military University of Technology, Warsaw, 00-908, Poland; Kontunen, A., Faculty of Medicine and Health Technology, Tampere University, Tampere, Finland; Karjalainen, M., Faculty of Medicine and Health Technology, Tampere University, Tampere, Finland; Kumpulainen, P., Department of Surgery, Faculty of Medicine and Health Technology, Tampere University, Tampere, Finland; Oksala, N., Centre for Vascular Surgery and Interventional Radiology, Tampere University Hospital, Tampere, Finland, Department of Surgery, Faculty of Medicine and Health Technology, Tampere University, Tampere, Finland; Safaei, Z., Department of Green Chemistry, School of Technology, LappeenrantaLahti University of Technology LUT, Mikkeli, Finland; Roine, A., Centre for Vascular Surgery and Interventional Radiology, Tampere University Hospital, Tampere, Finland",Differential mobility spectrometry; DMS; FAIMS; Shannon entropy,Atmospheric pressure; Electric fields; Signal to noise ratio; Spectrometry; Differential mobility spectrometries; Differential Mobility Spectrometry; Heuristic knowledge; Ion-mobility measurements; Measurement time; Operating parameters; Oscillating fields; Real-time application; Heuristic methods,"Anttalainen, O.; Centre for Vascular Surgery and Interventional Radiology, Finland; email: osmo.anttalainen@olfactomics.fi",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85067989586,,INTERPOL 2023,Explosives,Explosives
"Cuesta A., Abreu O., Balboa A., Alvear D.",26435683300;25652901400;57193919558;24467674500;,A new approach to protect soft-targets from terrorist attacks,2019,Safety Science,120,,,877,885,,11,10.1016/j.ssci.2019.08.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071330056&doi=10.1016%2fj.ssci.2019.08.019&partnerID=40&md5=f51de9365da8d4aa32c701339bed872e,"GIDAI Group – Fire Safety – Research and Technology, University of Cantabria, Ave. Los Castros, s/n, Santander, 39005, Spain","Cuesta, A., GIDAI Group – Fire Safety – Research and Technology, University of Cantabria, Ave. Los Castros, s/n, Santander, 39005, Spain; Abreu, O., GIDAI Group – Fire Safety – Research and Technology, University of Cantabria, Ave. Los Castros, s/n, Santander, 39005, Spain; Balboa, A., GIDAI Group – Fire Safety – Research and Technology, University of Cantabria, Ave. Los Castros, s/n, Santander, 39005, Spain; Alvear, D., GIDAI Group – Fire Safety – Research and Technology, University of Cantabria, Ave. Los Castros, s/n, Santander, 39005, Spain",Improvised Explosive Device (IED); Mixed method; Risk assessment; Soft targets; Terrorism,Decision making; Risk assessment; Risk management; Terrorism; Decision makers; Improvised explosive devices; Mixed approach; Mixed method; Quantitative result; Soft targets; Terrorist acts; Terrorist attacks; Explosives; Article; bomb; geographic and geological phenomena; improvised explosive device; mathematical computing; methodology; organization and management; population density; priority journal; protection; qualitative quantitative method; risk assessment; risk management; soft target; terrorism,"Cuesta, A.; GIDAI Group – Fire Safety – Research and Technology, Ave. Los Castros, s/n, Spain; email: cuestaar@unican.es",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85071330056,,INTERPOL 2023,Explosives,Explosives
Thorn K.A.,7005159453;,"13C and 15N NMR identification of product compound classes from aqueous and solid phase photodegradation of 2,4,6-trinitrotoluene",2019,PLoS ONE,14,10,e0224112,,,,11,10.1371/journal.pone.0224112,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073724223&doi=10.1371%2fjournal.pone.0224112&partnerID=40&md5=2086264af680eb27fd05ade0dd995ae1,"U.S. Geological Survey, Denver Federal Center, Denver, CO, United States","Thorn, K.A., U.S. Geological Survey, Denver Federal Center, Denver, CO, United States",,aldehyde; amide; aromatic amine; azo compound; azoxy derivative; carboxylic acid; deionized water; hydroxylamine; lake water; nitro derivative; nitrosophenol; phenol derivative; trinitrotoluene; unclassified drug; carbon; Carbon-13; nitrogen; Nitrogen-15; trinitrotoluene; water; alkaline hydrolysis; aqueous solution; Article; carbon nuclear magnetic resonance; chemical bond; controlled study; limit of detection; mineralization; nitrogen bond; nitrogen nuclear magnetic resonance; nucleophilicity; photochemistry; photodegradation; polymerization; protonation; solid; sunlight; ultraviolet radiation; chemistry; metabolism; nuclear magnetic resonance spectroscopy; photolysis; procedures; radiation response; river; Carbon Isotopes; Magnetic Resonance Spectroscopy; Nitrogen Isotopes; Photolysis; Rivers; Sunlight; Trinitrotoluene; Water,"Thorn, K.A.; U.S. Geological Survey, United States; email: kathorn@usgs.gov",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85073724223,,INTERPOL 2023,Explosives,Explosives
"Gallidabino M.D., Irlam R.C., Salt M.C., O'Donnell M., Beardah M.S., Barron L.P.",36135414600;57193189344;57208862113;57208755025;6506163935;58862392600;,Targeted and non-targeted forensic profiling of black powder substitutes and gunshot residue using gradient ion chromatography – high resolution mass spectrometry (IC-HRMS),2019,Analytica Chimica Acta,1072,,,1,14,,11,10.1016/j.aca.2019.04.048,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065977420&doi=10.1016%2fj.aca.2019.04.048&partnerID=40&md5=e8932c58ec56410a7751f5931770092d,"King's Forensics, Department of Analytical, Environmental & Forensic Sciences, Faculty of Life Sciences & Medicine, King's College London, 150 Stamford Street, London, SE1 9NH, United Kingdom; Centre for Forensic Science, Department of Applied Sciences, Faculty of Health and Life Sciences, Northumbria University Newcastle, Ellison Building, Newcastle Upon Tyne, NE1 8ST, United Kingdom; Forensic Explosives Laboratory, Defence Science and Technology Laboratory, Fort HalsteadTN14 7BP, United Kingdom","Gallidabino, M.D., King's Forensics, Department of Analytical, Environmental & Forensic Sciences, Faculty of Life Sciences & Medicine, King's College London, 150 Stamford Street, London, SE1 9NH, United Kingdom, Centre for Forensic Science, Department of Applied Sciences, Faculty of Health and Life Sciences, Northumbria University Newcastle, Ellison Building, Newcastle Upon Tyne, NE1 8ST, United Kingdom; Irlam, R.C., King's Forensics, Department of Analytical, Environmental & Forensic Sciences, Faculty of Life Sciences & Medicine, King's College London, 150 Stamford Street, London, SE1 9NH, United Kingdom; Salt, M.C., Forensic Explosives Laboratory, Defence Science and Technology Laboratory, Fort HalsteadTN14 7BP, United Kingdom; O'Donnell, M., Forensic Explosives Laboratory, Defence Science and Technology Laboratory, Fort HalsteadTN14 7BP, United Kingdom; Beardah, M.S., Forensic Explosives Laboratory, Defence Science and Technology Laboratory, Fort HalsteadTN14 7BP, United Kingdom; Barron, L.P., King's Forensics, Department of Analytical, Environmental & Forensic Sciences, Faculty of Life Sciences & Medicine, King's College London, 150 Stamford Street, London, SE1 9NH, United Kingdom",Explosive analysis; Fingermarks; Forensic science; High resolution mass spectrometry; Ion chromatography; Non-targeted analysis,Drug products; Explosives; Forensic science; Inorganic compounds; Integrated circuits; Ion chromatography; Ions; Mass spectrometry; Timing circuits; Fingermarks; Forensic investigation; High resolution mass spectrometry; Low molecular weight; Non-targeted; Orders of magnitude; Qualitative and quantitative analysis; Screening application; Principal component analysis; alcohol; organic solvent; Article; computer model; disease classification; forensic science; gas diffusion; gunshot injury; ion chromatography; mass spectrometry; molecular weight; nonlinear system; principal component analysis; priority journal; qualitative analysis; quantitative analysis,"Gallidabino, M.D.; King's Forensics, 150 Stamford Street, United Kingdom; email: matteo.gallidabino@northumbria.ac.uk",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85065977420,,INTERPOL 2023,Explosives,Explosives
