Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Caygill J.S., Davis F., Higson S.P.J.",54683682400;55737900600;7004128125;,Current trends in explosive detection techniques,2012,Talanta,88,,,14,29,,293,10.1016/j.talanta.2011.11.043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855955825&doi=10.1016%2fj.talanta.2011.11.043&partnerID=40&md5=89f305940f073504325290525a99427c,"Cranfield Health, Vincent Building, Cranfield University, Bedfordshire MK43 0AL, United Kingdom","Caygill, J.S., Cranfield Health, Vincent Building, Cranfield University, Bedfordshire MK43 0AL, United Kingdom; Davis, F., Cranfield Health, Vincent Building, Cranfield University, Bedfordshire MK43 0AL, United Kingdom; Higson, S.P.J., Cranfield Health, Vincent Building, Cranfield University, Bedfordshire MK43 0AL, United Kingdom",Counter-terrorism; Explosive-related compound; Explosives detection; Review,Explosives; Reviews; Spectroscopic analysis; Terrorism; Counter terrorism; Detection approach; Detection of explosives; Explosive Detection; Explosive-related compounds; Miniaturisation; Selectivity and sensitivity; Stand-off distance (SoD); Explosives detection,"Higson, S.P.J.; Cranfield Health, Vincent Building, Cranfield University, Bedfordshire MK43 0AL, United Kingdom; email: s.p.j.higson@cranfield.ac.uk",Review,Final,,Scopus,2-s2.0-84855955825,,IFSMS 2013,Explosive Scene,Explosives
Crippin J.B.,57201063267;,Explosions,2013,Encyclopedia of Forensic Sciences: Second Edition,,,,104,108,,,10.1016/B978-0-12-382165-2.00085-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072789362&doi=10.1016%2fB978-0-12-382165-2.00085-4&partnerID=40&md5=365d9186929fa24cf1903720c29faa53,"Western Forensic Law Enforcement Training Center, Pueblo, CO, United States","Crippin, J.B., Western Forensic Law Enforcement Training Center, Pueblo, CO, United States",Blast wave; Combustion; Damage; Deflagration; Detonation; Explosion; Explosives; Fragmentation; High; Incendiary; Injuries; Low; Pressure; Thermal,,"Crippin, J.B.; Western Forensic Law Enforcement Training CenterUnited States",Book Chapter,Final,,Scopus,2-s2.0-85072789362,,IFSMS 2013,Explosive Scene,Explosives
Doyle S.,56260233900;,Improvised Explosives,2013,Encyclopedia of Forensic Sciences: Second Edition,,,,98,103,,1,10.1016/B978-0-12-382165-2.00328-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043249734&doi=10.1016%2fB978-0-12-382165-2.00328-7&partnerID=40&md5=05d53147f06521b15c913795604b0ae7,"Linked Forensic Consultants Ltd, Wellington, New Zealand","Doyle, S., Linked Forensic Consultants Ltd, Wellington, New Zealand",Ammonium nitrate; Bombings; Criminal misuse of explosives; Explosives; Explosives properties; Fuels; HMTD; Homemade explosives; Improvised explosive devices; Improvised explosives; Oxidizers; Peroxide explosives; TATP; Terrorism,,"Doyle, S.; Linked Forensic Consultants LtdNew Zealand",Book Chapter,Final,,Scopus,2-s2.0-85043249734,,IFSMS 2013,Explosive Scene,Explosives
Doyle S.,56260233900;,Quality and the trace detection and identification of organic high explosives*,2011,"Forensic Investigation of Explosions, Second Edition",,,,539,583,,4,10.1201/b11938-19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075660526&doi=10.1201%2fb11938-19&partnerID=40&md5=07b82ca6837f73993983115f7eeef2a1,,"Doyle, S.",,,,Book Chapter,Final,,Scopus,2-s2.0-85075660526,,IFSMS 2013,Explosive Scene,Explosives
Garstang J.H.,57212009025;,Aircraft explosive sabotage investigation,2011,"Forensic Investigation of Explosions, Second Edition",,,,197,302,,,10.1201/b11938-13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075665757&doi=10.1201%2fb11938-13&partnerID=40&md5=aaf20120e3e746156a1971b0b5c52900,,"Garstang, J.H.",,,,Book Chapter,Final,,Scopus,2-s2.0-85075665757,,IFSMS 2013,Explosive Scene,Explosives
"Gentile N., Besson L., Pazos D., DelÈmont O., Esseiva P.",29067786000;35762904800;35763255100;16052038000;8660271000;,On the use of IRMS in forensic science: Proposals for a methodological approach,2011,Forensic Science International,212,01-Mar,,260,271,,28,10.1016/j.forsciint.2011.07.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052309655&doi=10.1016%2fj.forsciint.2011.07.003&partnerID=40&md5=cc24ec5afe956e6d0cd4ac75e540e7f8,"Institut de Police Scientifique, Ecole des Sciences Criminelles, UniversitÈ de Lausanne, Batochime, 1015 Lausanne-Dorigny, Switzerland","Gentile, N., Institut de Police Scientifique, Ecole des Sciences Criminelles, UniversitÈ de Lausanne, Batochime, 1015 Lausanne-Dorigny, Switzerland; Besson, L., Institut de Police Scientifique, Ecole des Sciences Criminelles, UniversitÈ de Lausanne, Batochime, 1015 Lausanne-Dorigny, Switzerland; Pazos, D., Institut de Police Scientifique, Ecole des Sciences Criminelles, UniversitÈ de Lausanne, Batochime, 1015 Lausanne-Dorigny, Switzerland; DelÈmont, O., Institut de Police Scientifique, Ecole des Sciences Criminelles, UniversitÈ de Lausanne, Batochime, 1015 Lausanne-Dorigny, Switzerland; Esseiva, P., Institut de Police Scientifique, Ecole des Sciences Criminelles, UniversitÈ de Lausanne, Batochime, 1015 Lausanne-Dorigny, Switzerland",Explosive; Forensic application; Ignitable liquid; Illicit drug; IRMS; Isotope ratio mass spectrometry; Methodological framework; Methodology; Process; Source inference; Stable isotope,explosive; illicit drug; accuracy; article; clinical study; experimental design; forensic science; intermethod comparison; isotope ratio mass spectrometry; mass spectrometry; prediction; priority journal; process optimization; quantitative analysis; reliability; retrospective study; sensitivity analysis; standardization; strategic planning; validation process; Forensic Sciences; Humans; Isotopes; Mass Spectrometry; Sensitivity and Specificity; Street Drugs,"Gentile, N.; Institut de Police Scientifique, Ecole des Sciences Criminelles, UniversitÈ de Lausanne, Batochime, 1015 Lausanne-Dorigny, Switzerland; email: Natacha.Gentile@unil.ch",Article,Final,,Scopus,2-s2.0-80052309655,,IFSMS 2013,Explosive Scene,Explosives
"Grate J.W., Ewing R.G., Atkinson D.A.",7005072577;55425711200;7202372269;,Vapor-generation methods for explosives-detection research,2012,TrAC - Trends in Analytical Chemistry,41,,,1,14,,32,10.1016/j.trac.2012.08.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869180009&doi=10.1016%2fj.trac.2012.08.007&partnerID=40&md5=eacc093b78733108e82e2c19a88b990b,"Pacific Northwest National Laboratory, P.O. Box 999, Richland, WA 99352, United States","Grate, J.W., Pacific Northwest National Laboratory, P.O. Box 999, Richland, WA 99352, United States; Ewing, R.G., Pacific Northwest National Laboratory, P.O. Box 999, Richland, WA 99352, United States; Atkinson, D.A., Pacific Northwest National Laboratory, P.O. Box 999, Richland, WA 99352, United States","2,4-DNT; Explosive; Explosives detection; PETN; RDX; Sensor; TNT; Vapor generation; Vapor pressure","2 ,4-DNT; PETN; RDX; TNT; Vapor generation; Adsorption; Chromatography; Explosives; Explosives detection; Hydrostatic pressure; Sensors; Thermal desorption; Vapor pressure; Vapors; explosive; analytic method; analytical research; calibration; chemical analysis; desorption; diffusion chamber; equipment design; gas chromatography; generator; heat treatment; intermethod comparison; materials handling; priority journal; review; risk assessment; vapor generator; vapor pressure; vaporization","Grate, J.W.; Pacific Northwest National Laboratory, P.O. Box 999, Richland, WA 99352, United States; email: jwgrate@pnl.gov",Review,Final,,Scopus,2-s2.0-84869180009,,IFSMS 2013,Explosive Scene,Explosives
"Gruznov V.M., Baldin M.N., Makas' A.L., Titov B.G.",6505685459;6603224243;6505797269;36622563200;,Progress in methods for the identification of explosives in Russia,2011,Journal of Analytical Chemistry,66,11,,1121,1131,,8,10.1134/S1061934811110074,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053991548&doi=10.1134%2fS1061934811110074&partnerID=40&md5=7fb4bddb26ba9c4ae59f87838fb8608c,"Trofimuk Institute of Petroleum Geology and Geophysics, Siberian Branch, Russian Academy of Sciences, pr. Akad. Koptyuga 3, Novosibirsk 630090, Russian Federation","Gruznov, V.M., Trofimuk Institute of Petroleum Geology and Geophysics, Siberian Branch, Russian Academy of Sciences, pr. Akad. Koptyuga 3, Novosibirsk 630090, Russian Federation; Baldin, M.N., Trofimuk Institute of Petroleum Geology and Geophysics, Siberian Branch, Russian Academy of Sciences, pr. Akad. Koptyuga 3, Novosibirsk 630090, Russian Federation; Makas', A.L., Trofimuk Institute of Petroleum Geology and Geophysics, Siberian Branch, Russian Academy of Sciences, pr. Akad. Koptyuga 3, Novosibirsk 630090, Russian Federation; Titov, B.G., Trofimuk Institute of Petroleum Geology and Geophysics, Siberian Branch, Russian Academy of Sciences, pr. Akad. Koptyuga 3, Novosibirsk 630090, Russian Federation",elemental analysis; explosives; gas analysis; identification; optical spectroscopy,Analytical method; Optical spectroscopy; Neutron activation analysis,"Gruznov, V.M.; Trofimuk Institute of Petroleum Geology and Geophysics, Siberian Branch, Russian Academy of Sciences, pr. Akad. Koptyuga 3, Novosibirsk 630090, Russian Federation",Review,Final,,Scopus,2-s2.0-80053991548,,IFSMS 2013,Explosive Scene,Explosives
"H¸bert T., Boon-Brett L., Black G., Banach U.",13606779700;25639584700;24436451000;6506514005;,Hydrogen sensors - A review,2011,"Sensors and Actuators, B: Chemical",157,2,,329,352,,808,10.1016/j.snb.2011.04.070,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959631233&doi=10.1016%2fj.snb.2011.04.070&partnerID=40&md5=37edb6586429fb739bf917b2903d329f,"BAM Federal Institute for Materials Research and Testing, D-12200 Berlin, Germany; European Commission DG-JRC, Institute for Energy, Cleaner Energies Unit, P.O. Box 2, 1755 ZG Petten, Netherlands","H¸bert, T., BAM Federal Institute for Materials Research and Testing, D-12200 Berlin, Germany; Boon-Brett, L., European Commission DG-JRC, Institute for Energy, Cleaner Energies Unit, P.O. Box 2, 1755 ZG Petten, Netherlands; Black, G., European Commission DG-JRC, Institute for Energy, Cleaner Energies Unit, P.O. Box 2, 1755 ZG Petten, Netherlands; Banach, U., BAM Federal Institute for Materials Research and Testing, D-12200 Berlin, Germany",Detection technologies; Hydrogen detection; Hydrogen sensors; Technology developments,Chemical reactants; Detection technology; Energy carriers; Hydrogen detection; Hydrogen gas; Hydrogen sensor; Hydrogen sensors; Latest technology; Operating principles; Performance parameters; Potentially explosive atmospheres; Sensor performance; Technology developments; Sensors; Hydrogen,"H¸bert, T.; BAM Federal Institute for Materials Research and Testing, D-12200 Berlin, Germany; email: Thomas.huebert@bam.de",Review,Final,,Scopus,2-s2.0-79959631233,,IFSMS 2013,Explosive Scene,Explosives
Izake E.L.,6506052074;,Forensic and homeland security applications of modern portable Raman spectroscopy,2010,Forensic Science International,202,01-Mar,,1,8,,136,10.1016/j.forsciint.2010.03.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650107756&doi=10.1016%2fj.forsciint.2010.03.020&partnerID=40&md5=c68955c34314436446ef9399bde4fc8d,"School of Physical and Chemical Sciences, Faculty of Science and Technology, Queensland University of Technology, 2 George St., Brisbane, QLD 4001, Australia","Izake, E.L., School of Physical and Chemical Sciences, Faculty of Science and Technology, Queensland University of Technology, 2 George St., Brisbane, QLD 4001, Australia",Drugs; Explosives; Forensics and Homeland security; Spatially offset Raman spectroscopy; Stand-off detection; Surface enhancement Raman spectroscopy,"biosafety; chemical accident; chemical analysis; container; controlled study; forensic science; government; non invasive procedure; packaging; priority journal; Raman spectrometry; review; Bioterrorism; Chemical Terrorism; Explosive Agents; Forensic Sciences; Humans; Security Measures; Spectrum Analysis, Raman","Izake, E.L.; School of Physical and Chemical Sciences, Faculty of Science and Technology, Queensland University of Technology, 2 George St., Brisbane, QLD 4001, Australia; email: e.kiriakous@qut.edu.au",Review,Final,,Scopus,2-s2.0-78650107756,,IFSMS 2013,Explosive Scene,Explosives
"Kabir A., Furton K.G.",7005744830;7004543580;,Applications of Gas Chromatography in Forensic Science,2012,Gas Chromatography,,,,563,604,,2,10.1016/B978-0-12-385540-4.00025-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882563564&doi=10.1016%2fB978-0-12-385540-4.00025-0&partnerID=40&md5=9623da68d73ec969bc1c60de33072dd7,,"Kabir, A.; Furton, K.G.",,,"Kabir, A.",Book Chapter,Final,,Scopus,2-s2.0-84882563564,,IFSMS 2013,Explosive Scene,Explosives
"Kuligowski J., Quint·s G., de la Guardia M., Lendl B.",23492474900;6602536850;7006639927;26643489100;,Analytical potential of mid-infrared detection in capillary electrophoresis and liquid chromatography: A review,2010,Analytica Chimica Acta,679,01-Feb,,31,42,,27,10.1016/j.aca.2010.09.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957969465&doi=10.1016%2fj.aca.2010.09.006&partnerID=40&md5=08b38df5ddf88d95b496838d9673ab4f,"Department of Analytical Chemistry, Universitat de ValËncia, Edifici Jeroni MuÒoz, 50th Dr. Moliner, 46100 Burjassot, Spain; Institute of Chemical Technologies and Analytics, Vienna University of Technology, Getreidemarkt 9-164, A-1060 Vienna, Austria","Kuligowski, J., Department of Analytical Chemistry, Universitat de ValËncia, Edifici Jeroni MuÒoz, 50th Dr. Moliner, 46100 Burjassot, Spain; Quint·s, G., Department of Analytical Chemistry, Universitat de ValËncia, Edifici Jeroni MuÒoz, 50th Dr. Moliner, 46100 Burjassot, Spain; de la Guardia, M., Department of Analytical Chemistry, Universitat de ValËncia, Edifici Jeroni MuÒoz, 50th Dr. Moliner, 46100 Burjassot, Spain; Lendl, B., Institute of Chemical Technologies and Analytics, Vienna University of Technology, Getreidemarkt 9-164, A-1060 Vienna, Austria",Capillary electrophoresis; Fourier transform infrared spectrometry; Hyphenated techniques; Liquid chromatography,Analytes; Attenuated total reflections; Capillary lc; Capillary zone electrophoresis; Chemometric data; Continued use; Detection sensitivity; Detection system; Environmental analysis; Food analysis; Fourier transform infrared spectrometry; General trends; Hyphenated techniques; Isocratic; Line detection; Micellar electrokinetic chromatography; Micro-flow; Mid-infrared detection; Midinfrared; Miniaturized separation systems; Miniaturized systems; Mobile phase; On-line detection; Sensitive detection; Separation techniques; Blood vessels; Capillary electrophoresis; Electrochemistry; Fourier transform infrared spectroscopy; Fourier transforms; Infrared devices; Liquids; Quantum cascade lasers; Spectrometry; Liquid chromatography; explosive; analytic method; capillary electrophoresis; capillary zone electrophoresis; chemometrics; electronics; elution; environmental monitoring; food analysis; infrared spectroscopy; liquid chromatography; micellar electrokinetic chromatography; microtechnology; online system; portable equipment; priority journal; quantum mechanics; sensitivity analysis; separation technique; short survey; trend study,"Lendl, B.; Institute of Chemical Technologies and Analytics, Vienna University of Technology, Getreidemarkt 9-164, A-1060 Vienna, Austria; email: blendl@mail.zserv.tuwien.ac.at",Short Survey,Final,,Scopus,2-s2.0-77957969465,,IFSMS 2013,Explosive Scene,Explosives
"Lehnert A.L., Kearfott K.J.",36546433800;7003513293;,The detection of explosive materials: Review of considerations and methods,2010,Nuclear Technology,172,3,,325,334,,18,10.13182/NT10-A10940,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78951485313&doi=10.13182%2fNT10-A10940&partnerID=40&md5=d5b36249063d3cfbfd7085e12e2093ba,"University of Michigan, Department of Nuclear Engineering and Radiological Sciences, 2355 Bonisteel Boulevard, Ann Arbor, MI 48109-2104, United States","Lehnert, A.L., University of Michigan, Department of Nuclear Engineering and Radiological Sciences, 2355 Bonisteel Boulevard, Ann Arbor, MI 48109-2104, United States; Kearfott, K.J., University of Michigan, Department of Nuclear Engineering and Radiological Sciences, 2355 Bonisteel Boulevard, Ann Arbor, MI 48109-2104, United States",Applications of nuclear technology; Explosives detection; Homeland security,Explosives; National security; Detection of explosive materials; Fundamental physics; Nuclear technology; Scientific literature; Terrorist threats; Explosives detection,"Kearfott, K. J.; University of Michigan, Department of Nuclear Engineering and Radiological Sciences, 2355 Bonisteel Boulevard, Ann Arbor, MI 48109-2104, United States; email: kearfott@umich.edu",Review,Final,,Scopus,2-s2.0-78951485313,,IFSMS 2013,Explosive Scene,Explosives
"M‰kinen M., Nousiainen M., Sillanp‰‰ M.",7006475846;6602444635;7101751659;,Ion spectrometric detection technologies for ultra-traces of explosives: A review,2011,Mass Spectrometry Reviews,30,5,,940,973,,89,10.1002/mas.20308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052148760&doi=10.1002%2fmas.20308&partnerID=40&md5=946b83ccfa65f89e14f59a93e4f3e9ad,"Laboratory of Applied Environmental Chemistry, Department of Environmental Science, University of Eastern Finland, Patteristonkatu 1, 50100 Mikkeli, Finland; Lappeenranta University of Technology, Patteristonkatu 1, 50100 Mikkeli, Finland","M‰kinen, M., Laboratory of Applied Environmental Chemistry, Department of Environmental Science, University of Eastern Finland, Patteristonkatu 1, 50100 Mikkeli, Finland; Nousiainen, M., Laboratory of Applied Environmental Chemistry, Department of Environmental Science, University of Eastern Finland, Patteristonkatu 1, 50100 Mikkeli, Finland; Sillanp‰‰, M., Lappeenranta University of Technology, Patteristonkatu 1, 50100 Mikkeli, Finland",explosives; explosives detection; ion mobility spectrometry (IMS); ion spectrometric methods; mass spectrometry (MS); trace analysis,Drug products; Explosives; Health risks; Ion mobility spectrometers; Ions; Mass spectrometry; Military applications; Trace analysis; Water pollution; Detection techniques; Environmental aspects; Explosive materials; Ion mobility spectrometry; Real time analysis; Sample preparation; Spectrometric detection; Spectrometric methods; Explosives detection,"M‰kinen, M.; Laboratory of Applied Environmental Chemistry, Department of Environmental Science, University of Eastern Finland, Patteristonkatu 1, 50100 Mikkeli, Finland; email: marko.makinen@uef.fi",Review,Final,,Scopus,2-s2.0-80052148760,,IFSMS 2013,Explosive Scene,Explosives
"Morelato M., Beavis A., Kirkbride P., Roux C.",36144095700;7007045269;56337473100;7202017940;,Forensic applications of desorption electrospray ionisation mass spectrometry (DESI-MS),2013,Forensic Science International,226,01-Mar,,10,21,,76,10.1016/j.forsciint.2013.01.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875606015&doi=10.1016%2fj.forsciint.2013.01.011&partnerID=40&md5=30f448a0603796257ef20d54d2f5984d,"Centre for Forensic Science, University of Technology, Sydney (UTS), P.O. Box 123, Broadway, NSW 2007, Australia; Australian Federal Police, GPO Box 401, Canberra, ACT 2601, Australia; School of Chemistry and Physics, Flinders University, GPO Box 2100, Adelaide, SA 5001, Australia","Morelato, M., Centre for Forensic Science, University of Technology, Sydney (UTS), P.O. Box 123, Broadway, NSW 2007, Australia; Beavis, A., Centre for Forensic Science, University of Technology, Sydney (UTS), P.O. Box 123, Broadway, NSW 2007, Australia; Kirkbride, P., Australian Federal Police, GPO Box 401, Canberra, ACT 2601, Australia, School of Chemistry and Physics, Flinders University, GPO Box 2100, Adelaide, SA 5001, Australia; Roux, C., Centre for Forensic Science, University of Technology, Sydney (UTS), P.O. Box 123, Broadway, NSW 2007, Australia",Chemical warfare agents (CWAs); Desorption electrospray ionisation mass spectrometry (DESI-MS); Explosives; Gunshot residues (GSR); Illicit drugs; Toxicology,"chemical warfare agent; explosive; illicit drug; ink; blood analysis; calibration; chemical analysis; desorption electrospray ionization mass spectrometry; drug abuse; finger dermatoglyphics; forensic science; forensic toxicology; gunshot injury; human; mass spectrometry; priority journal; residue analysis; review; sensitivity analysis; thin layer chromatography; urinalysis; Chemical Warfare Agents; Coloring Agents; Dermatoglyphics; Explosive Agents; Firearms; Forensic Sciences; Humans; Ink; Pharmaceutical Preparations; Skin; Spectrometry, Mass, Electrospray Ionization; Street Drugs","Beavis, A.; Centre for Forensic Science, University of Technology Sydney (UTS), P.O. Box 123, Broadway, NSW 2007, Australia; email: alison.beavis@uts.edu.au",Review,Final,,Scopus,2-s2.0-84875606015,,IFSMS 2013,Explosive Scene,Explosives
Murray G.T.,57212003778;,The significance of analytical results in explosives investigation*,2011,"Forensic Investigation of Explosions, Second Edition",,,,725,739,,1,10.1201/b11938-24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013940903&doi=10.1201%2fb11938-24&partnerID=40&md5=7490a6f0c92577734892f909aa4e2b63,,"Murray, G.T.",,,,Book Chapter,Final,,Scopus,2-s2.0-85013940903,,IFSMS 2013,Explosive Scene,Explosives
Murray SG.,,Commercial,2013,Encyclopedia of Forensic Sciences: Second Edition,,,,85,91,,,10.1016/B978-0-12-382165-2.00084-2,https://www.sciencedirect.com/science/article/pii/B9780123821652000842,"Cranfield University, Royal Military College of Science, Shrivenham, UK ","SG Murray, Cranfield University, Royal Military College of Science, Shrivenham, UK ",,,"Cranfield University, Royal Military College of Science, Shrivenham, UK ",Book Chapter,Final,,,,,IFSMS 2013,Explosive Scene,Explosives
Murray SG.,,Military,2013,Encyclopedia of Forensic Sciences: Second Edition,,,,92,97,,,10.1016/B978-0-12-382165-2.00327-5,https://www.sciencedirect.com/science/article/pii/B9780123821652003275,"Cranfield University, Royal Military College of Science, Shrivenham, UK ","SG Murray, Cranfield University, Royal Military College of Science, Shrivenham, UK ",,,"Cranfield University, Royal Military College of Science, Shrivenham, UK ",Book Chapter,Final,,,,,IFSMS 2013,Explosive Scene,Explosives
"Potyrailo R.A., Nagraj N., Surman C., Boudries H., Lai H., Slocik J.M., Kelley-Loughnane N., Naik R.R.",7006397677;11639076500;16317896200;57206462978;24436184600;6602519500;6507046296;35300053900;,Wireless sensors and sensor networks for homeland security applications,2012,TrAC - Trends in Analytical Chemistry,40,,,133,145,,58,10.1016/j.trac.2012.07.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867336092&doi=10.1016%2fj.trac.2012.07.013&partnerID=40&md5=4133d83c10f189b5ebb3e81ae88e75a0,"General Electric Global Research Center, Niskayuna, NY, United States; Morpho Detection, Inc., Wilmington, MA, United States; Air Force Research Laboratory, Wright-Patterson AFB, OH, United States","Potyrailo, R.A., General Electric Global Research Center, Niskayuna, NY, United States; Nagraj, N., General Electric Global Research Center, Niskayuna, NY, United States; Surman, C., General Electric Global Research Center, Niskayuna, NY, United States; Boudries, H., Morpho Detection, Inc., Wilmington, MA, United States; Lai, H., Morpho Detection, Inc., Wilmington, MA, United States; Slocik, J.M., Air Force Research Laboratory, Wright-Patterson AFB, OH, United States; Kelley-Loughnane, N., Air Force Research Laboratory, Wright-Patterson AFB, OH, United States; Naik, R.R., Air Force Research Laboratory, Wright-Patterson AFB, OH, United States",Chemical agent; Chemical sensing; Homeland security; Multivariate statistical analysis; Radio-frequency identification (RFID); Response speed; Selectivity; Sensitivity; Toxic industrial material (TIM); Wireless sensor network (WSN),Chemical agent; Chemical sensing; Home land security; Multivariate statistical analysis; Radio frequencies; Response speed; Sensitivity; Toxic industrial materials; Catalyst selectivity; Chemical analysis; Electrochemical sensors; Explosives detection; Radio frequency identification (RFID); Signal transduction; Wireless sensor networks; Security systems; explosive; industrial toxic substance; oxidizing agent; chemical analysis; chemical warfare; government; homeland security; humidity; military phenomena; molecular stability; priority journal; radiofrequency identification; review; risk assessment; safety; sensor; signal processing; signal transduction; threat; toxic vapor; vapor; wireless chemical sensor; wireless sensor network,"Potyrailo, R.A.; General Electric Global Research Center, Niskayuna, NY, United States; email: Potyrailo@crd.ge.com",Review,Final,,Scopus,2-s2.0-84867336092,,IFSMS 2013,Explosive Scene,Explosives
Sachtleben D.J.,57212005656;,"Vehicle-borne improvised explosive devices: Collection, analysis, and presentation of evidence",2011,"Forensic Investigation of Explosions, Second Edition",,,,405,428,,,10.1201/b11938-16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075698374&doi=10.1201%2fb11938-16&partnerID=40&md5=2414d711564bfb81c1b838a0b8e2b46e,,"Sachtleben, D.J.",,,,Book Chapter,Final,,Scopus,2-s2.0-85075698374,,IFSMS 2013,Explosive Scene,Explosives
"Skvortsov L.A., Maksimov E.M.",7003312873;57052517600;,Application of laser photothermal spectroscopy for standoff detection of trace explosive residues on surfaces,2010,Quantum Electronics,40,7,,565,578,,33,10.1070/QE2010v040n07ABEH014334,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958582003&doi=10.1070%2fQE2010v040n07ABEH014334&partnerID=40&md5=ed29f81c5824d52fe95e2f43bd3e4c5b,"Institute of Cryptography, Communications, and Informatics, Michurinsku prosp. 70, 117602 Moscow, Russian Federation","Skvortsov, L.A., Institute of Cryptography, Communications, and Informatics, Michurinsku prosp. 70, 117602 Moscow, Russian Federation; Maksimov, E.M., Institute of Cryptography, Communications, and Informatics, Michurinsku prosp. 70, 117602 Moscow, Russian Federation",Explosives; Laser photothermal spectroscopy; Standoff detection,Application of laser; Comparative analysis; Explosive residues; Object surface; Photothermal imaging; Photothermal methods; Photothermal spectroscopies; Radiation source; Standoff detection; Explosives; Laser spectroscopy; Nitration; Photoacoustic spectroscopy; Quantum optics; Radiation detectors; Spectrum analysis; Explosives detection,"Skvortsov, L. A.; Institute of Cryptography, Communications, and Informatics, Michurinsku prosp. 70, 117602 Moscow, Russian Federation",Review,Final,,Scopus,2-s2.0-77958582003,,IFSMS 2013,Explosive Scene,Explosives
"Speers N., Otieno-Alego V., Ritchie K.",16239991500;6602077451;57196635137;,Clandestine Explosive Laboratories,2013,Encyclopedia of Forensic Sciences: Second Edition,,,,51,58,,,10.1016/B978-0-12-382165-2.00081-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043242490&doi=10.1016%2fB978-0-12-382165-2.00081-7&partnerID=40&md5=c8baac31acd2052b046af2d284d19018,"Australian Federal Police Forensic and Data Centres, Canberra, ACT, Australia; Forensic Explosives Laboratory, DSTL Fort Halstead, Sevenoaks, United Kingdom","Speers, N., Australian Federal Police Forensic and Data Centres, Canberra, ACT, Australia; Otieno-Alego, V., Australian Federal Police Forensic and Data Centres, Canberra, ACT, Australia; Ritchie, K., Forensic Explosives Laboratory, DSTL Fort Halstead, Sevenoaks, United Kingdom",Chemist; Clandestine laboratory; Contamination; Explosive; On-site analysis; Portable instruments,,"Speers, N.; Australian Federal Police Forensic and Data CentresAustralia",Book Chapter,Final,,Scopus,2-s2.0-85043242490,,IFSMS 2013,Explosive Scene,Explosives
"Strobel R.A., Czarnopys G.",57212008883;,Analysis and Detection of Explosives and Explosives Residues,2010,Interpol's Forensic Science Review 2010,,,,453,523,,,10.1201/EBK1439826584-12,https://www.researchgate.net/publication/330973743_Analysis_and_Detection_of_Explosives_and_Explosives_Residues,"Chief, Forensic Explosives Group, Deputy Assistant Director Forensic Services, United States Department of Justice, Bureau of Alcohol, Tobacco,, Firearms and Explosives Forensic Science Laboratory, 6000 Ammendale Road, Ammendale, MD 20705 USA ","Richard A. Strobel, Chief, Forensic Explosives Group ; Greg Czarnopys, Deputy Assistant Director Forensic Services ",,,"Richard A. Strobel, Chief, Forensic Explosives Group, Greg Czarnopys Deputy Assistant Director Forensic Services, United States Department of Justice, Bureau of Alcohol, Tobacco,, Firearms and Explosives Forensic Science Laboratory, 6000 Ammendale Road, Ammendale, MD 20705 USA ",Review,Final,,,,,IFSMS 2013,Explosive Scene,Explosives
Strobel R.A.,57212008883;,Recovery of material from the scene of an explosion and its subsequent forensic laboratory examinationóa team approach,2011,"Forensic Investigation of Explosions, Second Edition",,,,119,158,,1,10.1201/b11938-11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032670189&doi=10.1201%2fb11938-11&partnerID=40&md5=4df1ecc83347bfa3d44b14f494bbb114,,"Strobel, R.A.",,,,Book Chapter,Final,,Scopus,2-s2.0-85032670189,,IFSMS 2013,Explosive Scene,Explosives
